* Measurement data saved by REW V5.01 Beta 24
* Source: Microphone (2- USB Audio CODEC , MICROPHONE (Master Volume), Right channel, volume: 0.251
* Format:  512k Log Swept Sine, 1 sweep at -12.0 dB FS
* Dated: 07-Feb-2015 13:16:22
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 75
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 59.9 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
59.932 59.688 80.312
60.804 59.804 80.077
61.688 59.916 79.819
62.586 60.020 79.578
63.496 60.123 79.340
64.420 60.231 79.106
65.357 60.340 78.886
66.307 60.452 78.654
67.272 60.559 78.402
68.250 60.667 78.102
69.243 60.771 77.838
70.250 60.885 77.560
71.272 60.988 77.255
72.309 61.073 76.997
73.360 61.161 76.905
74.427 61.313 76.458
75.510 61.433 76.192
76.608 61.552 75.946
77.723 61.662 75.669
78.853 61.767 75.393
80.000 61.872 75.131
81.164 61.986 74.814
82.344 62.098 74.504
83.542 62.209 74.211
84.757 62.325 73.919
85.990 62.439 73.596
87.241 62.562 73.294
88.510 62.675 72.986
89.797 62.783 72.641
91.103 62.897 72.316
92.428 63.012 71.978
93.773 63.127 71.644
95.137 63.246 71.288
96.520 63.352 70.964
97.924 63.471 70.627
99.349 63.594 70.244
100.794 63.711 69.905
102.260 63.824 69.524
103.747 63.947 69.162
105.256 64.070 68.789
106.787 64.184 68.392
108.340 64.304 68.044
109.916 64.428 67.662
111.515 64.539 67.266
113.137 64.648 66.888
114.783 64.765 66.455
116.452 64.878 66.025
118.146 64.993 65.615
119.865 65.102 65.210
121.608 65.217 64.786
123.377 65.331 64.361
125.171 65.445 63.935
126.992 65.554 63.476
128.839 65.666 63.012
130.713 65.775 62.568
132.615 65.889 62.097
134.543 66.003 61.645
136.500 66.109 61.164
138.486 66.218 60.662
140.500 66.330 60.174
142.544 66.438 59.702
144.617 66.560 59.382
146.721 66.656 58.654
148.855 66.764 58.180
151.020 66.867 57.683
153.217 66.978 57.130
155.445 67.088 56.591
157.706 67.194 56.058
160.000 67.300 55.507
162.327 67.408 54.925
164.688 67.515 54.362
167.084 67.619 53.784
169.514 67.717 53.205
171.980 67.820 52.621
174.481 67.923 52.026
177.019 68.025 51.448
179.594 68.123 50.824
182.206 68.225 50.196
184.856 68.321 49.560
187.545 68.419 48.946
190.273 68.520 48.271
193.041 68.615 47.624
195.849 68.708 46.986
198.697 68.805 46.287
201.587 68.896 45.641
204.520 68.991 44.940
207.494 69.079 44.270
210.512 69.172 43.574
213.574 69.261 42.860
216.681 69.344 42.156
219.833 69.429 41.425
223.030 69.518 40.661
226.274 69.603 39.952
229.565 69.680 39.200
232.905 69.761 38.440
236.292 69.837 37.676
239.729 69.910 36.925
243.216 69.987 36.153
246.754 70.063 35.354
250.343 70.138 34.585
253.984 70.196 33.801
257.678 70.256 32.955
261.426 70.319 32.166
265.229 70.381 31.356
269.087 70.444 30.535
273.001 70.499 29.692
276.972 70.557 28.877
281.000 70.608 28.051
285.088 70.661 27.181
289.234 70.733 26.339
293.441 70.807 25.494
297.709 70.872 24.630
302.040 70.936 23.801
306.433 70.984 22.932
310.890 71.033 22.107
315.412 71.072 21.213
320.000 71.113 20.338
324.655 71.134 19.525
329.377 71.155 18.637
334.168 71.177 17.800
339.028 71.190 16.943
343.959 71.210 16.101
348.962 71.220 15.229
354.038 71.235 14.415
359.188 71.243 13.577
364.412 71.246 12.737
369.713 71.245 11.861
375.090 71.249 11.045
380.546 71.251 10.202
386.081 71.252 9.415
391.697 71.251 8.616
397.394 71.248 7.795
403.175 71.245 6.996
409.039 71.245 6.194
414.989 71.247 5.440
421.025 71.246 4.651
427.149 71.250 3.863
433.362 71.247 3.111
439.665 71.247 2.391
446.060 71.235 1.623
452.548 71.225 0.862
459.131 71.208 0.102
465.809 71.199 -0.619
472.584 71.180 -1.381
479.458 71.168 -2.113
486.432 71.151 -2.850
493.507 71.135 -3.618
500.686 71.120 -4.360
507.968 71.107 -5.140
515.357 71.087 -5.878
522.853 71.077 -6.652
530.458 71.060 -7.432
538.174 71.050 -8.239
546.002 71.037 -9.071
553.943 71.035 -9.913
562.001 71.032 -10.758
570.175 71.007 -11.635
578.469 70.990 -12.539
586.883 70.971 -13.499
595.419 70.946 -14.443
604.080 70.912 -15.433
612.866 70.886 -16.403
621.780 70.850 -17.416
630.824 70.812 -18.505
640.000 70.759 -19.541
649.309 70.716 -20.695
658.753 70.656 -21.818
668.335 70.597 -22.992
678.056 70.521 -24.195
687.919 70.426 -25.309
697.925 70.319 -26.577
708.077 70.218 -27.791
718.376 70.119 -29.027
728.825 70.011 -30.271
739.426 69.904 -31.492
750.181 69.773 -32.721
761.093 69.637 -33.946
772.163 69.492 -35.096
783.394 69.339 -36.333
794.789 69.178 -37.459
806.349 69.004 -38.584
818.078 68.849 -39.686
829.977 68.729 -40.739
842.050 68.602 -41.744
854.298 68.423 -42.678
866.724 68.228 -43.623
879.330 68.038 -44.519
892.120 67.849 -45.405
905.097 67.659 -46.217
918.262 67.483 -46.987
931.618 67.303 -47.787
945.169 67.134 -48.568
958.917 66.976 -49.450
972.864 66.825 -50.351
987.015 66.679 -51.227
1001.371 66.533 -52.239
1015.937 66.401 -53.427
1030.714 66.266 -54.654
1045.706 66.134 -56.101
1060.916 66.009 -57.683
1076.347 65.865 -59.409
1092.003 65.734 -61.322
1107.887 65.613 -63.518
1124.001 65.453 -65.823
1140.350 65.278 -68.430
1156.937 65.062 -71.137
1173.765 64.836 -74.158
1190.838 64.588 -77.384
1208.159 64.345 -80.922
1225.732 64.050 -84.590
1243.561 63.735 -88.634
1261.649 63.391 -92.932
1280.000 63.025 -97.537
1298.618 62.645 -102.482
1317.507 62.250 -107.848
1336.670 61.843 -113.527
1356.113 61.443 -119.692
1375.838 61.060 -126.228
1395.850 60.711 -133.289
1416.153 60.391 -140.713
1436.751 60.141 -148.516
1457.649 59.960 -156.660
1478.851 59.861 -164.903
1500.362 59.859 -173.192
1522.185 59.957 178.595
1544.326 60.134 170.616
1566.789 60.373 162.986
1589.578 60.676 155.693
1612.699 61.025 148.848
1636.156 61.389 142.379
1659.955 61.771 136.289
1684.099 62.173 130.550
1708.595 62.558 125.058
1733.447 62.933 119.824
1758.661 63.276 114.795
1784.241 63.598 109.931
1810.193 63.871 105.236
1836.523 64.129 100.627
1863.236 64.332 96.174
1890.337 64.499 91.905
1917.833 64.601 87.711
1945.729 64.681 83.763
1974.030 64.694 79.966
2002.743 64.668 76.403
2031.873 64.611 73.063
2061.428 64.494 69.949
2091.412 64.341 67.050
2121.832 64.124 64.504
2152.695 63.887 62.254
2184.006 63.619 60.435
2215.774 63.335 58.914
2248.003 63.072 57.947
2280.701 62.811 57.366
2313.874 62.595 57.130
2347.530 62.441 57.047
2381.676 62.302 57.116
2416.318 62.196 57.204
2451.464 62.123 57.102
2487.122 62.072 56.866
2523.298 62.013 56.602
2560.000 61.936 56.219
2597.236 61.866 55.670
2635.014 61.774 55.090
2673.341 61.657 54.419
2712.226 61.498 53.692
2751.676 61.281 53.113
2791.700 61.002 52.625
2832.306 60.672 52.708
2873.503 60.325 53.313
2915.299 59.961 54.792
2957.703 59.638 56.978
3000.724 59.432 59.888
3044.370 59.348 63.348
3088.652 59.416 67.036
3133.577 59.658 70.358
3179.156 60.023 73.257
3225.398 60.504 75.336
3272.312 61.039 76.409
3319.909 61.545 76.458
3368.198 62.002 75.707
3417.190 62.358 74.472
3466.894 62.619 73.097
3517.321 62.794 71.986
3568.482 62.971 71.236
3620.387 63.175 70.551
3673.046 63.411 69.913
3726.472 63.606 69.307
3780.675 63.906 68.534
3835.666 64.253 67.543
3891.457 64.528 66.047
3948.060 64.842 63.523
4005.486 65.128 60.095
4063.747 65.221 56.116
4122.855 65.021 52.322
4182.824 64.769 49.369
4243.664 64.398 47.423
4305.390 64.049 46.666
4368.013 63.731 47.034
4431.547 63.515 48.731
4496.006 63.514 51.309
4561.401 63.863 53.594
4627.749 64.357 54.233
4695.061 64.815 53.235
4763.352 65.116 51.687
4832.636 65.360 50.562
4902.929 65.676 49.615
4974.244 66.047 48.810
5046.596 66.430 47.085
5120.000 66.925 44.626
5194.472 67.416 40.939
5270.027 67.847 36.405
5346.682 68.109 30.910
5424.451 68.167 25.217
5503.352 68.088 19.685
5583.400 67.932 14.826
5664.612 67.783 9.832
5747.006 67.568 4.094
5830.598 67.141 -2.237
5915.406 66.420 -8.127
6001.447 65.403 -12.868
6088.740 64.110 -16.232
6177.303 62.662 -17.135
6267.154 61.326 -15.237
6358.312 60.389 -12.180
6450.796 59.459 -9.451
6544.625 58.262 -4.648
6639.819 57.416 5.431
6736.397 57.579 17.214
6834.380 58.310 25.787
6933.788 59.449 32.264
7034.643 60.944 34.794
7136.964 62.179 33.036
7240.773 63.073 29.439
7346.093 63.824 25.094
7452.944 64.245 19.711
7561.350 64.302 15.774
7671.332 64.500 14.318
7782.914 64.996 12.249
7896.119 65.560 8.668
8010.971 66.187 2.808
8127.493 66.533 -5.554
8245.710 66.098 -13.757
8365.647 65.440 -20.276
8487.328 64.617 -24.674
8610.779 64.305 -27.078
8736.026 64.323 -30.580
8863.094 64.196 -35.520
8992.011 63.815 -40.825
9122.803 63.383 -47.120
9255.497 62.673 -52.222
9390.121 62.072 -55.442
9526.704 61.513 -58.039
9665.273 61.162 -60.281
9805.858 60.895 -65.516
9948.487 60.124 -71.235
10093.191 59.160 -75.178
10240.000 58.122 -77.035
10388.944 57.314 -77.915
10540.055 56.356 -81.119
10693.364 54.583 -83.023
10848.902 51.892 -77.145
11006.703 50.343 -47.382
11166.799 53.706 -26.960
11329.224 56.932 -26.545
11494.011 59.269 -33.589
11661.196 60.802 -42.452
11830.812 62.109 -52.738
12002.895 63.041 -64.946
12177.481 63.546 -77.984
12354.606 63.606 -91.440
12534.308 63.411 -103.823
12716.624 62.965 -115.560
12901.592 62.500 -127.658
13089.250 61.443 -141.168
13279.637 59.517 -152.047
13472.794 57.124 -153.710
13668.760 55.808 -147.709
13867.577 55.942 -141.766
14069.285 56.533 -142.093
14273.928 57.335 -147.285
14481.547 57.824 -156.508
14692.186 57.492 -167.909
14905.889 57.051 -176.275
15122.700 56.519 176.624
15342.664 56.354 166.935
15565.829 55.866 152.232
15792.239 54.271 133.839
16021.942 51.793 115.103
16254.987 47.598 87.862
16491.421 41.016 16.915
16731.294 46.121 -74.875
16974.657 51.321 -110.035
17221.559 54.463 -134.469
17472.052 56.037 -162.192
17726.189 55.827 173.078
17984.022 55.003 154.806
18245.606 53.933 136.645
18510.994 51.665 117.219
18780.243 48.365 98.647
19053.408 41.877 82.873
19330.546 25.685 143.760
19611.715 40.729 -146.707
19896.974 45.122 -163.177
20186.382 46.159 -178.769
20480.000 46.564 175.109
20777.888 48.013 167.273
21080.110 48.532 148.049
21386.727 48.882 122.829
21697.804 47.533 101.678
22013.406 34.193 42.480
