* Measurement data saved by REW V5.01 Beta 24
* Source: Microphone (2- USB Audio CODEC , MICROPHONE (Master Volume), Right channel, volume: 0.251
* Format:  512k Log Swept Sine, 1 sweep at -12.0 dB FS
* Dated: 07-Feb-2015 13:17:03
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 82.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 59.9 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
59.932 59.330 77.719
60.804 59.449 77.502
61.688 59.563 77.260
62.586 59.669 77.036
63.496 59.774 76.813
64.420 59.884 76.596
65.357 59.995 76.391
66.307 60.108 76.175
67.272 60.217 75.938
68.250 60.326 75.653
69.243 60.432 75.403
70.250 60.548 75.140
71.272 60.652 74.849
72.309 60.738 74.605
73.360 60.827 74.526
74.427 60.981 74.092
75.510 61.102 73.840
76.608 61.222 73.606
77.723 61.334 73.341
78.853 61.440 73.078
80.000 61.545 72.827
81.164 61.661 72.522
82.344 61.773 72.223
83.542 61.885 71.941
84.757 62.002 71.659
85.990 62.116 71.347
87.241 62.240 71.054
88.510 62.353 70.756
89.797 62.462 70.421
91.103 62.576 70.105
92.428 62.692 69.775
93.773 62.806 69.450
95.137 62.926 69.102
96.520 63.033 68.786
97.924 63.152 68.457
99.349 63.274 68.081
100.794 63.392 67.749
102.260 63.505 67.375
103.747 63.628 67.019
105.256 63.751 66.652
106.787 63.865 66.262
108.340 63.984 65.919
109.916 64.108 65.542
111.515 64.218 65.152
113.137 64.328 64.778
114.783 64.444 64.349
116.452 64.557 63.924
118.146 64.671 63.518
119.865 64.779 63.117
121.608 64.893 62.696
123.377 65.007 62.274
125.171 65.120 61.851
126.992 65.228 61.394
128.839 65.340 60.932
130.713 65.447 60.491
132.615 65.561 60.021
134.543 65.673 59.571
136.500 65.778 59.091
138.486 65.886 58.591
140.500 65.997 58.104
142.544 66.104 57.633
144.617 66.225 57.313
146.721 66.319 56.585
148.855 66.425 56.112
151.020 66.527 55.615
153.217 66.636 55.061
155.445 66.745 54.522
157.706 66.849 53.988
160.000 66.953 53.436
162.327 67.060 52.853
164.688 67.165 52.289
167.084 67.266 51.710
169.514 67.362 51.129
171.980 67.464 50.544
174.481 67.564 49.947
177.019 67.665 49.367
179.594 67.760 48.741
182.206 67.859 48.110
184.856 67.953 47.472
187.545 68.049 46.855
190.273 68.147 46.178
193.041 68.239 45.529
195.849 68.330 44.888
198.697 68.424 44.187
201.587 68.513 43.537
204.520 68.604 42.834
207.494 68.689 42.160
210.512 68.780 41.462
213.574 68.865 40.745
216.681 68.945 40.038
219.833 69.027 39.304
223.030 69.112 38.537
226.274 69.194 37.826
229.565 69.268 37.071
232.905 69.345 36.309
236.292 69.416 35.542
239.729 69.486 34.788
243.216 69.559 34.014
246.754 69.632 33.214
250.343 69.702 32.442
253.984 69.756 31.656
257.678 69.811 30.809
261.426 69.870 30.019
265.229 69.928 29.208
269.087 69.986 28.387
273.001 70.036 27.543
276.972 70.089 26.728
281.000 70.135 25.903
285.088 70.183 25.033
289.234 70.250 24.193
293.441 70.318 23.350
297.709 70.378 22.490
302.040 70.436 21.663
306.433 70.479 20.799
310.890 70.522 19.978
315.412 70.556 19.090
320.000 70.590 18.221
324.655 70.606 17.416
329.377 70.620 16.537
334.168 70.636 15.710
339.028 70.642 14.864
343.959 70.656 14.033
348.962 70.659 13.175
354.038 70.667 12.376
359.188 70.668 11.554
364.412 70.665 10.733
369.713 70.657 9.877
375.090 70.654 9.082
380.546 70.649 8.263
386.081 70.643 7.501
391.697 70.636 6.730
397.394 70.625 5.938
403.175 70.615 5.172
409.039 70.608 4.404
414.989 70.604 3.686
421.025 70.597 2.936
427.149 70.595 2.190
433.362 70.586 1.481
439.665 70.579 0.807
446.060 70.562 0.087
452.548 70.546 -0.625
459.131 70.525 -1.333
465.809 70.512 -1.999
472.584 70.488 -2.706
479.458 70.473 -3.380
486.432 70.453 -4.058
493.507 70.435 -4.767
500.686 70.417 -5.448
507.968 70.404 -6.168
515.357 70.383 -6.845
522.853 70.373 -7.559
530.458 70.357 -8.279
538.174 70.348 -9.028
546.002 70.337 -9.804
553.943 70.338 -10.591
562.001 70.338 -11.385
570.175 70.318 -12.214
578.469 70.305 -13.073
586.883 70.291 -13.992
595.419 70.272 -14.901
604.080 70.244 -15.859
612.866 70.224 -16.805
621.780 70.196 -17.799
630.824 70.165 -18.876
640.000 70.120 -19.906
649.309 70.083 -21.062
658.753 70.031 -22.194
668.335 69.979 -23.387
678.056 69.910 -24.615
687.919 69.822 -25.765
697.925 69.721 -27.076
708.077 69.625 -28.343
718.376 69.531 -29.640
728.825 69.426 -30.954
739.426 69.321 -32.254
750.181 69.190 -33.569
761.093 69.052 -34.888
772.163 68.904 -36.139
783.394 68.745 -37.481
794.789 68.576 -38.716
806.349 68.390 -39.950
818.078 68.221 -41.160
829.977 68.083 -42.317
842.050 67.935 -43.418
854.298 67.732 -44.436
866.724 67.510 -45.449
879.330 67.290 -46.393
892.120 67.068 -47.302
905.097 66.843 -48.107
918.262 66.631 -48.839
931.618 66.415 -49.567
945.169 66.211 -50.240
958.917 66.019 -50.982
972.864 65.837 -51.712
987.015 65.665 -52.392
1001.371 65.496 -53.189
1015.937 65.346 -54.150
1030.714 65.199 -55.149
1045.706 65.059 -56.373
1060.916 64.930 -57.746
1076.347 64.785 -59.282
1092.003 64.655 -61.030
1107.887 64.538 -63.089
1124.001 64.379 -65.287
1140.350 64.204 -67.817
1156.937 63.984 -70.477
1173.765 63.750 -73.476
1190.838 63.489 -76.707
1208.159 63.225 -80.270
1225.732 62.901 -83.981
1243.561 62.549 -88.085
1261.649 62.156 -92.457
1280.000 61.730 -97.151
1298.618 61.280 -102.203
1317.507 60.801 -107.701
1336.670 60.299 -113.548
1356.113 59.792 -119.932
1375.838 59.293 -126.761
1395.850 58.823 -134.211
1416.153 58.381 -142.141
1436.751 58.017 -150.575
1457.649 57.737 -159.471
1478.851 57.562 -168.551
1500.362 57.511 -177.711
1522.185 57.588 173.232
1544.326 57.769 164.495
1566.789 58.028 156.227
1589.578 58.359 148.439
1612.699 58.740 141.238
1636.156 59.133 134.545
1659.955 59.540 128.346
1684.099 59.960 122.596
1708.595 60.358 117.176
1733.447 60.741 112.081
1758.661 61.089 107.240
1784.241 61.415 102.599
1810.193 61.691 98.148
1836.523 61.952 93.789
1863.236 62.158 89.579
1890.337 62.327 85.538
1917.833 62.431 81.547
1945.729 62.511 77.777
1974.030 62.520 74.131
2002.743 62.487 70.696
2031.873 62.417 67.468
2061.428 62.282 64.461
2091.412 62.105 61.673
2121.832 61.860 59.253
2152.695 61.591 57.151
2184.006 61.290 55.506
2215.774 60.974 54.187
2248.003 60.680 53.443
2280.701 60.391 53.099
2313.874 60.149 53.105
2347.530 59.972 53.263
2381.676 59.812 53.574
2416.318 59.687 53.906
2451.464 59.599 54.050
2487.122 59.537 54.048
2523.298 59.474 53.984
2560.000 59.396 53.741
2597.236 59.324 53.254
2635.014 59.221 52.659
2673.341 59.079 51.918
2712.226 58.876 51.110
2751.676 58.595 50.485
2791.700 58.234 50.033
2832.306 57.802 50.286
2873.503 57.339 51.261
2915.299 56.852 53.399
2957.703 56.421 56.613
3000.724 56.154 60.906
3044.370 56.090 65.936
3088.652 56.266 71.073
3133.577 56.686 75.451
3179.156 57.258 78.882
3225.398 57.938 81.001
3272.312 58.639 81.757
3319.909 59.268 81.318
3368.198 59.817 80.054
3417.190 60.254 78.326
3466.894 60.601 76.387
3517.321 60.861 74.482
3568.482 61.095 72.610
3620.387 61.290 70.575
3673.046 61.433 68.625
3726.472 61.466 67.030
3780.675 61.574 65.729
3835.666 61.732 64.593
3891.457 61.829 63.151
3948.060 61.955 60.818
4005.486 62.027 57.876
4063.747 61.895 54.937
4122.855 61.511 52.877
4182.824 61.182 52.217
4243.664 60.880 52.681
4305.390 60.736 53.947
4368.013 60.707 55.650
4431.547 60.817 57.879
4496.006 61.126 60.132
4561.401 61.700 61.399
4627.749 62.294 60.856
4695.061 62.765 59.070
4763.352 63.079 57.262
4832.636 63.394 56.039
4902.929 63.826 54.681
4974.244 64.297 53.022
5046.596 64.721 50.169
5120.000 65.180 46.622
5194.472 65.584 42.227
5270.027 65.935 37.426
5346.682 66.162 31.889
5424.451 66.237 26.140
5503.352 66.223 20.285
5583.400 66.143 14.576
5664.612 66.018 8.214
5747.006 65.731 0.925
5830.598 65.146 -6.758
5915.406 64.218 -13.577
6001.447 62.994 -18.870
6088.740 61.504 -22.717
6177.303 59.822 -24.155
6267.154 58.189 -22.499
6358.312 56.922 -19.428
6450.796 55.491 -16.384
6544.625 53.576 -8.215
6639.819 52.652 9.747
6736.397 53.609 25.747
6834.380 54.989 34.748
6933.788 56.639 40.183
7034.643 58.373 40.784
7136.964 59.683 38.116
7240.773 60.751 34.233
7346.093 61.746 28.900
7452.944 62.347 21.982
7561.350 62.551 16.410
7671.332 62.859 12.857
7782.914 63.355 8.640
7896.119 63.891 3.304
8010.971 64.501 -4.316
8127.493 64.834 -14.489
8245.710 64.421 -24.866
8365.647 63.748 -34.462
8487.328 62.743 -42.795
8610.779 61.927 -48.995
8736.026 61.262 -54.129
8863.094 60.602 -59.196
8992.011 59.806 -64.745
9122.803 58.920 -71.666
9255.497 57.566 -76.992
9390.121 56.210 -78.153
9526.704 55.089 -75.797
9665.273 54.844 -71.645
9805.858 55.137 -73.922
9948.487 54.823 -79.016
10093.191 54.282 -83.231
10240.000 53.638 -86.815
10388.944 53.065 -90.904
10540.055 52.019 -98.294
10693.364 49.751 -103.458
10848.902 46.370 -100.147
11006.703 42.886 -65.149
11166.799 47.044 -31.738
11329.224 51.500 -28.995
11494.011 54.619 -38.417
11661.196 56.479 -50.197
11830.812 57.822 -63.142
12002.895 58.588 -76.249
12177.481 59.091 -89.064
12354.606 59.169 -102.539
12534.308 59.004 -114.839
12716.624 58.575 -125.625
12901.592 58.377 -137.154
13089.250 57.563 -151.089
13279.637 55.863 -163.677
13472.794 53.504 -168.592
13668.760 51.427 -165.841
13867.577 50.722 -156.330
14069.285 51.213 -151.273
14273.928 52.102 -154.048
14481.547 52.598 -159.672
14692.186 52.614 -166.663
14905.889 52.807 -173.941
15122.700 52.627 178.135
15342.664 52.431 166.906
15565.829 51.657 151.331
15792.239 49.473 133.510
16021.942 45.911 115.563
16254.987 37.747 88.996
16491.421 35.646 -81.053
16731.294 44.493 -113.266
16974.657 48.021 -131.896
17221.559 50.403 -148.052
17472.052 51.555 -171.950
17726.189 50.650 165.753
17984.022 49.181 153.273
18245.606 47.781 139.645
18510.994 44.689 125.886
18780.243 40.356 121.575
19053.408 35.646 149.324
19330.546 37.908 173.042
19611.715 39.406 177.606
19896.974 40.070 175.246
20186.382 39.864 172.363
20480.000 39.257 172.087
20777.888 39.971 167.580
21080.110 39.038 155.313
21386.727 36.889 148.171
21697.804 32.270 151.718
22013.406 33.808 163.333
