* Measurement data saved by REW V5.01 Beta 24
* Source: Microphone (2- USB Audio CODEC , MICROPHONE (Master Volume), Right channel, volume: 0.251
* Format:  512k Log Swept Sine, 1 sweep at -12.0 dB FS
* Dated: 07-Feb-2015 13:11:32
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 37.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 59.9 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
59.932 60.378 82.315
60.804 60.493 82.062
61.688 60.603 81.787
62.586 60.707 81.529
63.496 60.808 81.274
64.420 60.915 81.024
65.357 61.023 80.786
66.307 61.134 80.538
67.272 61.241 80.270
68.250 61.348 79.953
69.243 61.451 79.672
70.250 61.565 79.378
71.272 61.667 79.057
72.309 61.752 78.783
73.360 61.840 78.674
74.427 61.991 78.212
75.510 62.111 77.931
76.608 62.230 77.669
77.723 62.341 77.376
78.853 62.446 77.085
80.000 62.551 76.807
81.164 62.666 76.475
82.344 62.778 76.150
83.542 62.890 75.842
84.757 63.006 75.535
85.990 63.120 75.197
87.241 63.245 74.880
88.510 63.358 74.557
89.797 63.468 74.198
91.103 63.582 73.858
92.428 63.699 73.505
93.773 63.815 73.157
95.137 63.936 72.786
96.520 64.043 72.448
97.924 64.164 72.097
99.349 64.288 71.699
100.794 64.407 71.346
102.260 64.522 70.951
103.747 64.647 70.574
105.256 64.772 70.187
106.787 64.888 69.777
108.340 65.010 69.414
109.916 65.136 69.018
111.515 65.250 68.608
113.137 65.362 68.215
114.783 65.481 67.768
116.452 65.597 67.324
118.146 65.715 66.900
119.865 65.827 66.480
121.608 65.945 66.042
123.377 66.062 65.602
125.171 66.180 65.161
126.992 66.292 64.688
128.839 66.408 64.208
130.713 66.520 63.749
132.615 66.639 63.263
134.543 66.756 62.796
136.500 66.866 62.299
138.486 66.979 61.782
140.500 67.096 61.278
142.544 67.209 60.790
144.617 67.336 60.452
146.721 67.436 59.708
148.855 67.549 59.217
151.020 67.657 58.703
153.217 67.773 58.132
155.445 67.889 57.575
157.706 68.000 57.024
160.000 68.112 56.454
162.327 68.226 55.853
164.688 68.339 55.271
167.084 68.449 54.673
169.514 68.554 54.074
171.980 68.663 53.470
174.481 68.773 52.853
177.019 68.883 52.253
179.594 68.987 51.607
182.206 69.096 50.956
184.856 69.200 50.297
187.545 69.306 49.658
190.273 69.414 48.959
193.041 69.518 48.287
195.849 69.619 47.622
198.697 69.725 46.897
201.587 69.825 46.223
204.520 69.928 45.494
207.494 70.026 44.794
210.512 70.128 44.068
213.574 70.227 43.323
216.681 70.320 42.587
219.833 70.415 41.823
223.030 70.514 41.024
226.274 70.610 40.280
229.565 70.698 39.492
232.905 70.791 38.695
236.292 70.878 37.891
239.729 70.963 37.100
243.216 71.051 36.287
246.754 71.141 35.446
250.343 71.228 34.631
253.984 71.299 33.801
257.678 71.373 32.908
261.426 71.449 32.069
265.229 71.526 31.208
269.087 71.603 30.334
273.001 71.673 29.436
276.972 71.746 28.563
281.000 71.812 27.678
285.088 71.881 26.745
289.234 71.969 25.839
293.441 72.059 24.927
297.709 72.142 23.994
302.040 72.223 23.092
306.433 72.289 22.148
310.890 72.356 21.244
315.412 72.414 20.268
320.000 72.473 19.308
324.655 72.514 18.406
329.377 72.555 17.426
334.168 72.597 16.492
339.028 72.630 15.535
343.959 72.671 14.587
348.962 72.703 13.606
354.038 72.738 12.677
359.188 72.768 11.720
364.412 72.794 10.756
369.713 72.816 9.750
375.090 72.843 8.799
380.546 72.868 7.816
386.081 72.892 6.882
391.697 72.915 5.930
397.394 72.935 4.951
403.175 72.956 3.987
409.039 72.980 3.014
414.989 73.006 2.082
421.025 73.029 1.109
427.149 73.057 0.132
433.362 73.078 -0.817
439.665 73.101 -1.740
446.060 73.112 -2.716
452.548 73.125 -3.692
459.131 73.131 -4.672
465.809 73.144 -5.617
472.584 73.147 -6.609
479.458 73.157 -7.575
486.432 73.161 -8.549
493.507 73.166 -9.558
500.686 73.170 -10.543
507.968 73.178 -11.568
515.357 73.177 -12.552
522.853 73.186 -13.573
530.458 73.187 -14.598
538.174 73.196 -15.650
546.002 73.201 -16.725
553.943 73.217 -17.808
562.001 73.232 -18.891
570.175 73.226 -20.001
578.469 73.228 -21.135
586.883 73.229 -22.319
595.419 73.224 -23.484
604.080 73.213 -24.688
612.866 73.209 -25.869
621.780 73.199 -27.088
630.824 73.188 -28.379
640.000 73.164 -29.613
649.309 73.152 -30.963
658.753 73.126 -32.280
668.335 73.105 -33.650
678.056 73.070 -35.049
687.919 73.020 -36.364
697.925 72.962 -37.839
708.077 72.913 -39.268
718.376 72.872 -40.733
728.825 72.826 -42.220
739.426 72.785 -43.705
750.181 72.724 -45.219
761.093 72.663 -46.758
772.163 72.599 -48.253
783.394 72.529 -49.872
794.789 72.455 -51.420
806.349 72.372 -53.011
818.078 72.309 -54.627
829.977 72.283 -56.245
842.050 72.250 -57.868
854.298 72.165 -59.473
866.724 72.062 -61.140
879.330 71.960 -62.808
892.120 71.854 -64.508
905.097 71.742 -66.169
918.262 71.636 -67.814
931.618 71.519 -69.500
945.169 71.406 -71.164
958.917 71.295 -72.910
972.864 71.183 -74.636
987.015 71.071 -76.284
1001.371 70.955 -77.994
1015.937 70.850 -79.792
1030.714 70.744 -81.530
1045.706 70.645 -83.377
1060.916 70.560 -85.243
1076.347 70.468 -87.132
1092.003 70.403 -89.090
1107.887 70.367 -91.215
1124.001 70.312 -93.335
1140.350 70.263 -95.652
1156.937 70.199 -97.967
1173.765 70.150 -100.498
1190.838 70.107 -103.137
1208.159 70.093 -105.987
1225.732 70.054 -108.857
1243.561 70.021 -111.984
1261.649 69.979 -115.224
1280.000 69.936 -118.604
1298.618 69.896 -122.129
1317.507 69.852 -125.843
1336.670 69.801 -129.600
1356.113 69.752 -133.536
1375.838 69.707 -137.508
1395.850 69.671 -141.653
1416.153 69.622 -145.819
1436.751 69.590 -150.057
1457.649 69.559 -154.408
1478.851 69.533 -158.735
1500.362 69.522 -163.118
1522.185 69.533 -167.575
1544.326 69.554 -172.070
1566.789 69.578 -176.588
1589.578 69.622 178.802
1612.699 69.684 174.185
1636.156 69.745 169.498
1659.955 69.819 164.770
1684.099 69.916 160.016
1708.595 70.006 155.183
1733.447 70.100 150.332
1758.661 70.179 145.457
1784.241 70.258 140.561
1810.193 70.309 135.687
1836.523 70.367 130.782
1863.236 70.391 125.941
1890.337 70.401 121.217
1917.833 70.367 116.517
1945.729 70.333 112.030
1974.030 70.251 107.676
2002.743 70.151 103.545
2031.873 70.041 99.633
2061.428 69.892 95.945
2091.412 69.727 92.460
2121.832 69.522 89.304
2152.695 69.317 86.391
2184.006 69.099 83.836
2215.774 68.880 81.482
2248.003 68.689 79.568
2280.701 68.501 77.928
2313.874 68.351 76.541
2347.530 68.251 75.253
2381.676 68.152 74.110
2416.318 68.074 73.017
2451.464 68.020 71.791
2487.122 67.980 70.500
2523.298 67.928 69.253
2560.000 67.854 67.968
2597.236 67.786 66.612
2635.014 67.698 65.337
2673.341 67.592 64.093
2712.226 67.462 62.898
2751.676 67.300 61.902
2791.700 67.106 60.956
2832.306 66.887 60.430
2873.503 66.667 60.176
2915.299 66.426 60.487
2957.703 66.199 61.201
3000.724 66.042 62.408
3044.370 65.946 64.070
3088.652 65.940 66.002
3133.577 66.054 67.716
3179.156 66.241 69.220
3225.398 66.501 70.192
3272.312 66.782 70.548
3319.909 67.027 70.322
3368.198 67.244 69.647
3417.190 67.387 68.617
3466.894 67.440 67.395
3517.321 67.368 66.437
3568.482 67.239 66.134
3620.387 67.104 66.488
3673.046 67.012 67.526
3726.472 66.910 69.134
3780.675 66.948 71.153
3835.666 67.103 73.667
3891.457 67.319 76.268
3948.060 67.745 78.005
4005.486 68.304 78.584
4063.747 68.807 78.089
4122.855 69.126 77.043
4182.824 69.469 75.967
4243.664 69.742 74.952
4305.390 70.066 74.001
4368.013 70.388 72.766
4431.547 70.659 71.465
4496.006 70.880 70.373
4561.401 71.189 69.540
4627.749 71.535 68.362
4695.061 71.906 66.459
4763.352 72.213 63.878
4832.636 72.432 60.986
4902.929 72.568 58.014
4974.244 72.611 55.767
5046.596 72.586 53.437
5120.000 72.615 51.335
5194.472 72.639 49.345
5270.027 72.721 47.810
5346.682 72.834 45.983
5424.451 72.941 43.875
5503.352 73.035 41.295
5583.400 73.067 38.791
5664.612 73.073 36.196
5747.006 73.041 33.473
5830.598 72.937 30.852
5915.406 72.784 28.955
6001.447 72.655 27.579
6088.740 72.554 25.665
6177.303 72.442 22.935
6267.154 72.241 19.546
6358.312 72.036 15.924
6450.796 71.680 12.019
6544.625 71.085 8.072
6639.819 70.298 4.981
6736.397 69.309 4.244
6834.380 68.333 5.839
6933.788 67.530 9.386
7034.643 67.007 15.717
7136.964 67.103 23.068
7240.773 67.759 27.442
7346.093 68.585 28.382
7452.944 69.226 26.515
7561.350 69.566 23.490
7671.332 69.683 20.734
7782.914 69.734 18.305
7896.119 69.671 15.072
8010.971 69.355 12.070
8127.493 69.002 10.307
8245.710 68.233 9.267
8365.647 67.449 10.910
8487.328 67.013 14.544
8610.779 67.239 17.371
8736.026 67.702 18.609
8863.094 68.093 17.638
8992.011 68.048 16.037
9122.803 68.102 15.318
9255.497 68.219 14.015
9390.121 68.271 13.419
9526.704 68.408 13.121
9665.273 68.496 13.290
9805.858 68.943 12.929
9948.487 69.262 10.392
10093.191 69.491 8.410
10240.000 69.824 6.193
10388.944 70.136 2.798
10540.055 70.314 -1.920
10693.364 70.136 -6.886
10848.902 69.897 -9.907
11006.703 69.660 -12.917
11166.799 69.372 -15.250
11329.224 69.072 -17.212
11494.011 68.799 -17.829
11661.196 68.690 -18.258
11830.812 68.624 -18.823
12002.895 68.731 -19.924
12177.481 68.729 -21.373
12354.606 68.794 -23.022
12534.308 68.959 -24.485
12716.624 69.229 -28.021
12901.592 69.199 -32.854
13089.250 68.794 -37.192
13279.637 68.265 -38.076
13472.794 68.185 -36.753
13668.760 68.832 -37.797
13867.577 69.251 -43.918
14069.285 69.000 -52.108
14273.928 68.227 -57.546
14481.547 67.495 -59.879
14692.186 67.106 -61.472
14905.889 66.723 -64.492
15122.700 65.942 -65.803
15342.664 65.493 -63.886
15565.829 65.405 -63.824
15792.239 65.223 -63.636
16021.942 65.649 -61.728
16254.987 66.390 -65.560
16491.421 66.533 -72.867
16731.294 66.080 -79.247
16974.657 65.381 -81.378
17221.559 65.497 -79.533
17472.052 66.516 -84.456
17726.189 66.709 -96.792
17984.022 66.034 -107.459
18245.606 64.958 -116.151
18510.994 63.734 -119.965
18780.243 63.337 -124.650
19053.408 62.134 -133.672
19330.546 60.487 -136.984
19611.715 59.477 -136.630
19896.974 58.945 -138.136
20186.382 58.700 -143.889
20480.000 58.077 -157.474
20777.888 56.245 -172.933
21080.110 54.158 172.873
21386.727 51.602 150.790
21697.804 46.624 112.290
22013.406 33.987 14.648
