* Measurement data saved by REW V5.01 Beta 24
* Source: Microphone (2- USB Audio CODEC , MICROPHONE (Master Volume), Right channel, volume: 0.251
* Format:  512k Log Swept Sine, 1 sweep at -12.0 dB FS
* Dated: 07-Feb-2015 13:14:29
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 60
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 59.9 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
59.932 60.211 82.988
60.804 60.325 82.736
61.688 60.434 82.460
62.586 60.536 82.203
63.496 60.637 81.948
64.420 60.743 81.698
65.357 60.850 81.461
66.307 60.959 81.214
67.272 61.065 80.946
68.250 61.171 80.630
69.243 61.273 80.351
70.250 61.386 80.058
71.272 61.487 79.738
72.309 61.570 79.465
73.360 61.657 79.358
74.427 61.807 78.897
75.510 61.926 78.618
76.608 62.044 78.358
77.723 62.153 78.067
78.853 62.257 77.778
80.000 62.361 77.502
81.164 62.474 77.173
82.344 62.585 76.851
83.542 62.696 76.545
84.757 62.811 76.241
85.990 62.924 75.907
87.241 63.047 75.593
88.510 63.159 75.274
89.797 63.267 74.918
91.103 63.380 74.582
92.428 63.495 74.233
93.773 63.609 73.889
95.137 63.729 73.523
96.520 63.835 73.190
97.924 63.954 72.843
99.349 64.076 72.451
100.794 64.194 72.103
102.260 64.307 71.713
103.747 64.430 71.342
105.256 64.554 70.961
106.787 64.668 70.557
108.340 64.788 70.201
109.916 64.913 69.811
111.515 65.024 69.408
113.137 65.135 69.022
114.783 65.252 68.582
116.452 65.366 68.146
118.146 65.481 67.730
119.865 65.591 67.319
121.608 65.707 66.889
123.377 65.823 66.458
125.171 65.938 66.026
126.992 66.048 65.562
128.839 66.162 65.092
130.713 66.271 64.643
132.615 66.387 64.167
134.543 66.502 63.711
136.500 66.610 63.225
138.486 66.720 62.719
140.500 66.834 62.227
142.544 66.945 61.751
144.617 67.069 61.426
146.721 67.166 60.694
148.855 67.276 60.217
151.020 67.381 59.717
153.217 67.494 59.160
155.445 67.607 58.618
157.706 67.715 58.081
160.000 67.823 57.527
162.327 67.934 56.942
164.688 68.043 56.376
167.084 68.150 55.795
169.514 68.251 55.213
171.980 68.357 54.627
174.481 68.462 54.028
177.019 68.568 53.448
179.594 68.669 52.821
182.206 68.773 52.190
184.856 68.873 51.551
187.545 68.975 50.934
190.273 69.079 50.256
193.041 69.177 49.606
195.849 69.274 48.965
198.697 69.375 48.264
201.587 69.470 47.614
204.520 69.568 46.910
207.494 69.661 46.236
210.512 69.758 45.537
213.574 69.851 44.819
216.681 69.939 44.111
219.833 70.028 43.376
223.030 70.122 42.607
226.274 70.212 41.894
229.565 70.294 41.138
232.905 70.379 40.373
236.292 70.460 39.603
239.729 70.538 38.846
243.216 70.620 38.069
246.754 70.703 37.264
250.343 70.783 36.487
253.984 70.846 35.697
257.678 70.912 34.843
261.426 70.981 34.046
265.229 71.049 33.227
269.087 71.119 32.397
273.001 71.180 31.545
276.972 71.244 30.718
281.000 71.302 29.882
285.088 71.362 28.999
289.234 71.441 28.145
293.441 71.521 27.286
297.709 71.594 26.408
302.040 71.665 25.563
306.433 71.721 24.678
310.890 71.777 23.835
315.412 71.825 22.922
320.000 71.873 22.027
324.655 71.903 21.193
329.377 71.932 20.282
334.168 71.962 19.421
339.028 71.983 18.539
343.959 72.012 17.669
348.962 72.031 16.768
354.038 72.054 15.922
359.188 72.071 15.052
364.412 72.083 14.177
369.713 72.092 13.264
375.090 72.105 12.408
380.546 72.116 11.524
386.081 72.126 10.693
391.697 72.135 9.847
397.394 72.140 8.977
403.175 72.147 8.128
409.039 72.155 7.271
414.989 72.166 6.460
421.025 72.174 5.612
427.149 72.187 4.763
433.362 72.193 3.947
439.665 72.201 3.160
446.060 72.197 2.323
452.548 72.194 1.491
459.131 72.185 0.657
465.809 72.183 -0.138
472.584 72.170 -0.978
479.458 72.164 -1.787
486.432 72.153 -2.603
493.507 72.142 -3.452
500.686 72.131 -4.274
507.968 72.123 -5.135
515.357 72.107 -5.952
522.853 72.100 -6.805
530.458 72.085 -7.662
538.174 72.078 -8.545
546.002 72.066 -9.450
553.943 72.065 -10.362
562.001 72.064 -11.275
570.175 72.040 -12.215
578.469 72.023 -13.178
586.883 72.004 -14.192
595.419 71.979 -15.185
604.080 71.946 -16.218
612.866 71.920 -17.227
621.780 71.886 -18.273
630.824 71.849 -19.389
640.000 71.798 -20.445
649.309 71.757 -21.614
658.753 71.701 -22.745
668.335 71.646 -23.923
678.056 71.576 -25.124
687.919 71.489 -26.233
697.925 71.391 -27.491
708.077 71.301 -28.692
718.376 71.215 -29.915
728.825 71.122 -31.145
739.426 71.033 -32.354
750.181 70.921 -33.574
761.093 70.807 -34.796
772.163 70.688 -35.952
783.394 70.563 -37.206
794.789 70.432 -38.363
806.349 70.291 -39.536
818.078 70.171 -40.706
829.977 70.088 -41.851
842.050 69.998 -42.975
854.298 69.859 -44.055
866.724 69.703 -45.176
879.330 69.552 -46.280
892.120 69.399 -47.403
905.097 69.244 -48.480
918.262 69.098 -49.539
931.618 68.946 -50.646
945.169 68.799 -51.746
958.917 68.659 -52.951
972.864 68.521 -54.168
987.015 68.383 -55.346
1001.371 68.241 -56.635
1015.937 68.110 -58.066
1030.714 67.975 -59.497
1045.706 67.844 -61.101
1060.916 67.721 -62.790
1076.347 67.583 -64.573
1092.003 67.465 -66.492
1107.887 67.365 -68.647
1124.001 67.235 -70.867
1140.350 67.101 -73.350
1156.937 66.938 -75.901
1173.765 66.780 -78.737
1190.838 66.615 -81.755
1208.159 66.469 -85.064
1225.732 66.288 -88.481
1243.561 66.103 -92.252
1261.649 65.904 -96.248
1280.000 65.698 -100.509
1298.618 65.492 -105.055
1317.507 65.283 -109.946
1336.670 65.070 -115.050
1356.113 64.868 -120.512
1375.838 64.683 -126.195
1395.850 64.523 -132.234
1416.153 64.374 -138.461
1436.751 64.268 -144.907
1457.649 64.195 -151.575
1478.851 64.162 -158.283
1500.362 64.180 -165.057
1522.185 64.255 -171.857
1544.326 64.374 -178.592
1566.789 64.527 174.803
1589.578 64.726 168.298
1612.699 64.963 162.006
1636.156 65.214 155.877
1659.955 65.487 149.944
1684.099 65.788 144.216
1708.595 66.083 138.624
1733.447 66.378 133.211
1758.661 66.653 127.950
1784.241 66.921 122.822
1810.193 67.151 117.848
1836.523 67.378 112.952
1863.236 67.563 108.209
1890.337 67.722 103.650
1917.833 67.828 99.162
1945.729 67.923 94.913
1974.030 67.959 90.806
2002.743 67.966 86.918
2031.873 67.948 83.234
2061.428 67.878 79.755
2091.412 67.775 76.465
2121.832 67.613 73.501
2152.695 67.434 70.794
2184.006 67.226 68.480
2215.774 67.001 66.422
2248.003 66.793 64.878
2280.701 66.581 63.690
2313.874 66.406 62.832
2347.530 66.285 62.138
2381.676 66.171 61.626
2416.318 66.085 61.179
2451.464 66.031 60.594
2487.122 65.998 59.921
2523.298 65.962 59.256
2560.000 65.912 58.500
2597.236 65.875 57.596
2635.014 65.822 56.672
2673.341 65.754 55.652
2712.226 65.656 54.538
2751.676 65.513 53.482
2791.700 65.319 52.359
2832.306 65.075 51.579
2873.503 64.799 51.046
2915.299 64.468 51.112
2957.703 64.118 51.688
3000.724 63.805 52.963
3044.370 63.528 55.019
3088.652 63.338 57.785
3133.577 63.293 60.827
3179.156 63.387 64.089
3225.398 63.649 67.039
3272.312 64.036 69.290
3319.909 64.470 70.601
3368.198 64.922 70.990
3417.190 65.317 70.632
3466.894 65.633 69.835
3517.321 65.856 69.081
3568.482 66.067 68.585
3620.387 66.298 68.124
3673.046 66.559 67.675
3726.472 66.773 67.212
3780.675 67.084 66.571
3835.666 67.433 65.756
3891.457 67.709 64.521
3948.060 68.034 62.357
4005.486 68.355 59.343
4063.747 68.511 55.736
4122.855 68.398 52.163
4182.824 68.247 49.230
4243.664 67.980 47.084
4305.390 67.732 45.865
4368.013 67.488 45.487
4431.547 67.297 46.254
4496.006 67.264 47.926
4561.401 67.543 49.522
4627.749 67.966 49.711
4695.061 68.379 48.237
4763.352 68.621 45.838
4832.636 68.704 43.581
4902.929 68.716 41.919
4974.244 68.707 41.503
5046.596 68.748 41.411
5120.000 69.039 41.504
5194.472 69.511 40.566
5270.027 70.059 38.351
5346.682 70.505 34.597
5424.451 70.768 30.096
5503.352 70.871 25.303
5583.400 70.837 21.088
5664.612 70.776 17.087
5747.006 70.675 12.899
5830.598 70.465 8.559
5915.406 70.109 4.683
6001.447 69.607 1.547
6088.740 68.982 -0.975
6177.303 68.343 -2.582
6267.154 67.782 -3.568
6358.312 67.430 -4.591
6450.796 67.054 -6.511
6544.625 66.413 -9.053
6639.819 65.517 -10.202
6736.397 64.549 -8.114
6834.380 63.750 -3.971
6933.788 63.233 2.350
7034.643 63.360 10.442
7136.964 64.065 15.824
7240.773 64.831 17.268
7346.093 65.489 16.967
7452.944 65.921 15.658
7561.350 66.144 15.237
7671.332 66.590 16.515
7782.914 67.404 15.985
7896.119 68.118 12.551
8010.971 68.661 7.527
8127.493 68.926 1.027
8245.710 68.391 -4.585
8365.647 67.757 -6.868
8487.328 67.312 -6.866
8610.779 67.588 -6.185
8736.026 68.261 -8.082
8863.094 68.728 -12.642
8992.011 68.826 -17.843
9122.803 68.932 -23.818
9255.497 68.831 -29.882
9390.121 68.694 -35.019
9526.704 68.506 -40.077
9665.273 68.244 -44.980
9805.858 67.999 -51.203
9948.487 67.304 -57.629
10093.191 66.426 -61.673
10240.000 65.555 -63.241
10388.944 65.008 -63.203
10540.055 64.622 -64.835
10693.364 64.005 -66.054
10848.902 63.506 -65.671
11006.703 63.129 -63.908
11166.799 63.214 -62.198
11329.224 63.447 -62.324
11494.011 63.819 -63.482
11661.196 64.070 -66.666
11830.812 64.201 -70.008
12002.895 64.342 -73.706
12177.481 64.485 -77.939
12354.606 64.505 -83.764
12534.308 64.372 -89.418
12716.624 64.041 -94.942
12901.592 63.807 -99.387
13089.250 63.568 -105.364
13279.637 62.977 -112.142
13472.794 61.956 -115.842
13668.760 61.469 -116.311
13867.577 61.370 -119.019
14069.285 60.823 -124.243
14273.928 60.170 -126.212
14481.547 59.952 -125.768
14692.186 60.336 -128.962
14905.889 60.656 -135.860
15122.700 60.326 -144.002
15342.664 60.035 -152.115
15565.829 59.333 -162.947
15792.239 57.720 -172.981
16021.942 56.159 -177.481
16254.987 54.224 176.891
16491.421 50.883 176.969
16731.294 48.246 -160.361
16974.657 50.182 -133.943
17221.559 53.691 -131.053
17472.052 55.802 -145.745
17726.189 55.965 -158.594
17984.022 56.318 -167.843
18245.606 56.157 178.346
18510.994 54.916 166.360
18780.243 53.620 158.892
19053.408 51.969 153.521
19330.546 49.935 155.686
19611.715 49.575 167.952
19896.974 51.057 167.878
20186.382 51.848 156.581
20480.000 51.722 141.840
20777.888 50.541 127.966
21080.110 48.745 112.530
21386.727 45.772 103.522
21697.804 43.715 111.830
22013.406 33.440 126.411
