* Measurement data saved by REW V5.01 Beta 24
* Source: Microphone (2- USB Audio CODEC , MICROPHONE (Master Volume), Right channel, volume: 0.251
* Format:  512k Log Swept Sine, 1 sweep at -12.0 dB FS
* Dated: 07-Feb-2015 13:05:59
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 7.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 59.9 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
59.932 59.457 73.734
60.804 59.580 73.525
61.688 59.698 73.290
62.586 59.809 73.073
63.496 59.918 72.856
64.420 60.032 72.644
65.357 60.147 72.443
66.307 60.265 72.232
67.272 60.378 71.998
68.250 60.491 71.715
69.243 60.601 71.468
70.250 60.722 71.205
71.272 60.830 70.915
72.309 60.920 70.670
73.360 61.014 70.590
74.427 61.171 70.155
75.510 61.297 69.900
76.608 61.421 69.663
77.723 61.537 69.395
78.853 61.648 69.126
80.000 61.757 68.870
81.164 61.877 68.558
82.344 61.994 68.252
83.542 62.111 67.962
84.757 62.232 67.672
85.990 62.351 67.350
87.241 62.479 67.047
88.510 62.597 66.737
89.797 62.711 66.389
91.103 62.830 66.061
92.428 62.951 65.717
93.773 63.070 65.376
95.137 63.195 65.013
96.520 63.306 64.680
97.924 63.431 64.332
99.349 63.558 63.938
100.794 63.682 63.586
102.260 63.800 63.191
103.747 63.928 62.813
105.256 64.057 62.424
106.787 64.176 62.009
108.340 64.302 61.642
109.916 64.431 61.239
111.515 64.548 60.822
113.137 64.663 60.420
114.783 64.786 59.962
116.452 64.905 59.506
118.146 65.026 59.068
119.865 65.141 58.634
121.608 65.262 58.180
123.377 65.382 57.722
125.171 65.502 57.263
126.992 65.618 56.769
128.839 65.737 56.268
130.713 65.852 55.786
132.615 65.973 55.275
134.543 66.094 54.782
136.500 66.207 54.258
138.486 66.323 53.712
140.500 66.442 53.177
142.544 66.558 52.658
144.617 66.688 52.287
146.721 66.792 51.508
148.855 66.907 50.981
151.020 67.019 50.429
153.217 67.138 49.820
155.445 67.256 49.222
157.706 67.371 48.628
160.000 67.486 48.015
162.327 67.603 47.368
164.688 67.719 46.739
167.084 67.833 46.093
169.514 67.941 45.444
171.980 68.054 44.788
174.481 68.167 44.118
177.019 68.280 43.463
179.594 68.389 42.761
182.206 68.501 42.051
184.856 68.609 41.332
187.545 68.719 40.632
190.273 68.831 39.869
193.041 68.939 39.131
195.849 69.044 38.400
198.697 69.154 37.606
201.587 69.259 36.862
204.520 69.367 36.060
207.494 69.469 35.286
210.512 69.577 34.484
213.574 69.680 33.660
216.681 69.779 32.844
219.833 69.880 31.998
223.030 69.985 31.115
226.274 70.086 30.285
229.565 70.180 29.408
232.905 70.279 28.520
236.292 70.372 27.624
239.729 70.464 26.738
243.216 70.559 25.827
246.754 70.656 24.886
250.343 70.750 23.969
253.984 70.829 23.035
257.678 70.910 22.034
261.426 70.994 21.086
265.229 71.079 20.112
269.087 71.166 19.123
273.001 71.244 18.107
276.972 71.326 17.113
281.000 71.402 16.104
285.088 71.481 15.044
289.234 71.580 14.008
293.441 71.680 12.963
297.709 71.773 11.893
302.040 71.865 10.851
306.433 71.943 9.764
310.890 72.022 8.712
315.412 72.093 7.586
320.000 72.164 6.471
324.655 72.219 5.411
329.377 72.273 4.267
334.168 72.329 3.167
339.028 72.377 2.038
343.959 72.432 0.915
348.962 72.479 -0.247
354.038 72.531 -1.360
359.188 72.577 -2.508
364.412 72.619 -3.666
369.713 72.658 -4.872
375.090 72.702 -6.029
380.546 72.745 -7.223
386.081 72.787 -8.373
391.697 72.829 -9.547
397.394 72.869 -10.754
403.175 72.909 -11.950
409.039 72.953 -13.163
414.989 72.999 -14.340
421.025 73.044 -15.565
427.149 73.093 -16.800
433.362 73.136 -18.012
439.665 73.181 -19.205
446.060 73.215 -20.458
452.548 73.251 -21.716
459.131 73.280 -22.985
465.809 73.317 -24.225
472.584 73.344 -25.519
479.458 73.379 -26.792
486.432 73.408 -28.080
493.507 73.439 -29.408
500.686 73.469 -30.718
507.968 73.503 -32.075
515.357 73.530 -33.396
522.853 73.566 -34.759
530.458 73.596 -36.133
538.174 73.634 -37.539
546.002 73.669 -38.974
553.943 73.715 -40.421
562.001 73.762 -41.874
570.175 73.789 -43.361
578.469 73.824 -44.876
586.883 73.859 -46.448
595.419 73.890 -48.006
604.080 73.915 -49.610
612.866 73.950 -51.197
621.780 73.980 -52.829
630.824 74.010 -54.541
640.000 74.028 -56.203
649.309 74.060 -57.989
658.753 74.081 -59.751
668.335 74.107 -61.575
678.056 74.121 -63.438
687.919 74.123 -65.229
697.925 74.117 -67.190
708.077 74.123 -69.118
718.376 74.138 -71.093
728.825 74.150 -73.104
739.426 74.169 -75.126
750.181 74.169 -77.192
761.093 74.172 -79.297
772.163 74.171 -81.373
783.394 74.167 -83.588
794.789 74.160 -85.747
806.349 74.144 -87.965
818.078 74.151 -90.222
829.977 74.194 -92.497
842.050 74.230 -94.792
854.298 74.215 -97.082
866.724 74.183 -99.449
879.330 74.151 -101.831
892.120 74.115 -104.257
905.097 74.072 -106.656
918.262 74.033 -109.049
931.618 73.982 -111.493
945.169 73.932 -113.921
958.917 73.882 -116.436
972.864 73.827 -118.933
987.015 73.767 -121.348
1001.371 73.698 -123.818
1015.937 73.634 -126.361
1030.714 73.561 -128.820
1045.706 73.488 -131.357
1060.916 73.421 -133.870
1076.347 73.336 -136.352
1092.003 73.269 -138.833
1107.887 73.222 -141.396
1124.001 73.144 -143.856
1140.350 73.064 -146.398
1156.937 72.959 -148.807
1173.765 72.861 -151.284
1190.838 72.761 -153.710
1208.159 72.685 -156.172
1225.732 72.579 -158.468
1243.561 72.475 -160.825
1261.649 72.362 -163.092
1280.000 72.249 -165.290
1298.618 72.141 -167.422
1317.507 72.033 -169.530
1336.670 71.924 -171.473
1356.113 71.825 -173.392
1375.838 71.740 -175.153
1395.850 71.674 -176.907
1416.153 71.610 -178.519
1436.751 71.575 179.935
1457.649 71.557 178.389
1478.851 71.559 176.947
1500.362 71.590 175.495
1522.185 71.655 173.981
1544.326 71.740 172.408
1566.789 71.835 170.764
1589.578 71.954 168.958
1612.699 72.091 167.060
1636.156 72.223 164.999
1659.955 72.364 162.805
1684.099 72.520 160.494
1708.595 72.663 158.018
1733.447 72.802 155.441
1758.661 72.922 152.761
1784.241 73.038 149.985
1810.193 73.124 147.154
1836.523 73.216 144.217
1863.236 73.276 141.266
1890.337 73.326 138.352
1917.833 73.337 135.379
1945.729 73.355 132.530
1974.030 73.335 129.714
2002.743 73.307 127.015
2031.873 73.279 124.414
2061.428 73.225 121.902
2091.412 73.164 119.445
2121.832 73.072 117.158
2152.695 72.986 114.953
2184.006 72.891 112.936
2215.774 72.796 110.954
2248.003 72.725 109.259
2280.701 72.652 107.707
2313.874 72.609 106.305
2347.530 72.611 104.930
2381.676 72.610 103.652
2416.318 72.629 102.387
2451.464 72.677 100.949
2487.122 72.744 99.394
2523.298 72.807 97.820
2560.000 72.854 96.138
2597.236 72.914 94.316
2635.014 72.962 92.505
2673.341 73.006 90.643
2712.226 73.041 88.723
2751.676 73.061 86.846
2791.700 73.067 84.800
2832.306 73.059 82.886
2873.503 73.049 80.896
2915.299 73.000 79.098
2957.703 72.930 77.355
3000.724 72.878 75.836
3044.370 72.828 74.617
3088.652 72.807 73.627
3133.577 72.848 72.481
3179.156 72.914 71.270
3225.398 73.016 69.729
3272.312 73.115 67.793
3319.909 73.165 65.486
3368.198 73.185 62.918
3417.190 73.139 60.140
3466.894 73.020 57.206
3517.321 72.788 54.415
3568.482 72.485 52.064
3620.387 72.134 50.250
3673.046 71.789 49.195
3726.472 71.428 48.746
3780.675 71.197 48.396
3835.666 70.990 48.071
3891.457 70.670 47.854
3948.060 70.397 47.613
4005.486 70.193 47.507
4063.747 69.971 47.517
4122.855 69.659 47.718
4182.824 69.456 48.115
4243.664 69.196 48.709
4305.390 68.986 50.008
4368.013 68.883 51.861
4431.547 68.913 53.611
4496.006 68.957 54.708
4561.401 68.995 55.673
4627.749 68.984 56.963
4695.061 69.037 58.574
4763.352 69.160 60.228
4832.636 69.363 61.793
4902.929 69.637 63.091
4974.244 69.963 64.757
5046.596 70.385 65.564
5120.000 70.954 65.029
5194.472 71.430 62.961
5270.027 71.762 60.657
5346.682 71.967 58.338
5424.451 72.107 56.257
5503.352 72.228 53.974
5583.400 72.258 51.921
5664.612 72.244 50.293
5747.006 72.285 49.051
5830.598 72.388 47.373
5915.406 72.416 45.152
6001.447 72.255 42.863
6088.740 71.894 40.846
6177.303 71.446 39.739
6267.154 71.000 39.519
6358.312 70.701 40.180
6450.796 70.490 41.623
6544.625 70.437 43.118
6639.819 70.541 43.656
6736.397 70.523 44.090
6834.380 70.482 45.285
6933.788 70.644 46.593
7034.643 70.878 47.721
7136.964 71.174 48.839
7240.773 71.640 48.559
7346.093 72.122 46.480
7452.944 72.323 43.289
7561.350 72.286 40.783
7671.332 72.186 39.482
7782.914 72.141 39.297
7896.119 72.306 38.852
8010.971 72.460 36.360
8127.493 72.348 33.733
8245.710 71.766 32.347
8365.647 71.134 33.250
8487.328 70.763 36.828
8610.779 71.190 40.155
8736.026 71.919 41.468
8863.094 72.723 40.752
8992.011 73.313 37.218
9122.803 73.699 31.900
9255.497 73.829 26.529
9390.121 73.707 21.537
9526.704 73.360 18.744
9665.273 73.096 17.513
9805.858 73.018 16.381
9948.487 72.976 15.240
10093.191 73.011 13.751
10240.000 73.039 12.966
10388.944 73.275 11.286
10540.055 73.305 8.319
10693.364 73.212 6.029
10848.902 73.163 4.823
11006.703 73.319 3.626
11166.799 73.550 0.494
11329.224 73.548 -3.543
11494.011 73.368 -7.501
11661.196 72.950 -10.207
11830.812 72.552 -11.531
12002.895 72.262 -11.851
12177.481 72.119 -11.338
12354.606 72.199 -11.172
12534.308 72.541 -12.356
12716.624 72.749 -16.168
12901.592 72.576 -20.582
13089.250 72.144 -23.422
13279.637 71.668 -24.322
13472.794 71.466 -23.212
13668.760 71.686 -23.729
13867.577 71.787 -27.081
14069.285 71.308 -30.897
14273.928 70.652 -31.160
14481.547 70.476 -28.200
14692.186 70.892 -28.408
14905.889 71.108 -32.383
15122.700 70.501 -34.767
15342.664 70.184 -33.132
15565.829 70.312 -33.054
15792.239 70.112 -34.521
16021.942 70.035 -32.583
16254.987 70.474 -31.774
16491.421 70.742 -34.492
16731.294 70.574 -36.890
16974.657 70.255 -35.125
17221.559 70.969 -29.614
17472.052 72.610 -33.851
17726.189 72.965 -45.360
17984.022 72.503 -52.100
18245.606 71.931 -57.087
18510.994 71.113 -56.505
18780.243 71.573 -55.828
19053.408 71.684 -61.548
19330.546 71.328 -64.982
19611.715 71.011 -66.410
19896.974 70.910 -68.903
20186.382 70.902 -73.283
20480.000 70.563 -78.782
20777.888 69.707 -83.913
21080.110 69.579 -90.023
21386.727 70.349 -98.845
21697.804 70.130 -113.607
22013.406 67.583 176.094
