* Measurement data saved by REW V5.01 Beta 24
* Source: Microphone (2- USB Audio CODEC , MICROPHONE (Master Volume), Right channel, volume: 0.251
* Format:  512k Log Swept Sine, 1 sweep at -12.0 dB FS
* Dated: 07-Feb-2015 13:18:39
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 90
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 59.9 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
59.932 59.129 75.502
60.804 59.249 75.297
61.688 59.364 75.067
62.586 59.472 74.856
63.496 59.578 74.646
64.420 59.690 74.440
65.357 59.802 74.246
66.307 59.917 74.042
67.272 60.027 73.816
68.250 60.137 73.541
69.243 60.244 73.302
70.250 60.361 73.048
71.272 60.466 72.768
72.309 60.553 72.533
73.360 60.643 72.463
74.427 60.798 72.038
75.510 60.920 71.795
76.608 61.040 71.569
77.723 61.153 71.313
78.853 61.260 71.057
80.000 61.365 70.813
81.164 61.482 70.515
82.344 61.594 70.224
83.542 61.707 69.948
84.757 61.824 69.673
85.990 61.939 69.367
87.241 62.063 69.080
88.510 62.177 68.787
89.797 62.286 68.457
91.103 62.400 68.146
92.428 62.516 67.820
93.773 62.631 67.499
95.137 62.751 67.156
96.520 62.857 66.843
97.924 62.977 66.517
99.349 63.099 66.144
100.794 63.217 65.815
102.260 63.330 65.443
103.747 63.453 65.090
105.256 63.575 64.725
106.787 63.689 64.336
108.340 63.808 63.995
109.916 63.931 63.619
111.515 64.042 63.229
113.137 64.150 62.855
114.783 64.266 62.427
116.452 64.379 62.002
118.146 64.492 61.595
119.865 64.600 61.193
121.608 64.714 60.772
123.377 64.826 60.348
125.171 64.939 59.923
126.992 65.046 59.465
128.839 65.157 59.001
130.713 65.264 58.557
132.615 65.376 58.085
134.543 65.488 57.632
136.500 65.592 57.149
138.486 65.698 56.646
140.500 65.808 56.155
142.544 65.915 55.680
144.617 66.034 55.356
146.721 66.128 54.623
148.855 66.232 54.146
151.020 66.333 53.643
153.217 66.441 53.085
155.445 66.548 52.540
157.706 66.651 52.000
160.000 66.753 51.442
162.327 66.858 50.853
164.688 66.962 50.283
167.084 67.062 49.697
169.514 67.156 49.110
171.980 67.256 48.518
174.481 67.354 47.913
177.019 67.453 47.326
179.594 67.547 46.693
182.206 67.644 46.054
184.856 67.735 45.408
187.545 67.829 44.783
190.273 67.925 44.098
193.041 68.015 43.440
195.849 68.103 42.790
198.697 68.195 42.080
201.587 68.281 41.422
204.520 68.370 40.709
207.494 68.453 40.026
210.512 68.541 39.319
213.574 68.623 38.592
216.681 68.701 37.875
219.833 68.780 37.132
223.030 68.862 36.355
226.274 68.941 35.633
229.565 69.011 34.869
232.905 69.085 34.096
236.292 69.153 33.319
239.729 69.219 32.555
243.216 69.289 31.771
246.754 69.358 30.960
250.343 69.425 30.178
253.984 69.475 29.383
257.678 69.527 28.525
261.426 69.581 27.725
265.229 69.635 26.905
269.087 69.689 26.073
273.001 69.735 25.221
276.972 69.783 24.396
281.000 69.825 23.562
285.088 69.868 22.683
289.234 69.930 21.835
293.441 69.993 20.984
297.709 70.048 20.115
302.040 70.101 19.282
306.433 70.138 18.411
310.890 70.176 17.584
315.412 70.204 16.690
320.000 70.232 15.817
324.655 70.242 15.008
329.377 70.251 14.126
334.168 70.260 13.297
339.028 70.260 12.450
343.959 70.267 11.620
348.962 70.264 10.764
354.038 70.265 9.967
359.188 70.259 9.150
364.412 70.248 8.335
369.713 70.234 7.487
375.090 70.224 6.702
380.546 70.211 5.895
386.081 70.198 5.147
391.697 70.183 4.391
397.394 70.165 3.619
403.175 70.148 2.873
409.039 70.134 2.129
414.989 70.122 1.437
421.025 70.108 0.716
427.149 70.099 0.002
433.362 70.083 -0.672
439.665 70.070 -1.309
446.060 70.046 -1.988
452.548 70.024 -2.656
459.131 69.997 -3.318
465.809 69.978 -3.935
472.584 69.950 -4.591
479.458 69.930 -5.211
486.432 69.907 -5.833
493.507 69.885 -6.484
500.686 69.865 -7.106
507.968 69.850 -7.765
515.357 69.828 -8.380
522.853 69.818 -9.032
530.458 69.801 -9.690
538.174 69.794 -10.377
546.002 69.785 -11.092
553.943 69.789 -11.820
562.001 69.793 -12.556
570.175 69.777 -13.329
578.469 69.770 -14.137
586.883 69.762 -15.007
595.419 69.749 -15.871
604.080 69.730 -16.790
612.866 69.718 -17.701
621.780 69.699 -18.666
630.824 69.678 -19.720
640.000 69.642 -20.734
649.309 69.617 -21.882
658.753 69.576 -23.014
668.335 69.536 -24.215
678.056 69.478 -25.461
687.919 69.402 -26.638
697.925 69.314 -27.987
708.077 69.229 -29.302
718.376 69.147 -30.660
728.825 69.053 -32.046
739.426 68.959 -33.430
750.181 68.838 -34.843
761.093 68.709 -36.273
772.163 68.568 -37.648
783.394 68.414 -39.128
794.789 68.249 -40.513
806.349 68.064 -41.911
818.078 67.893 -43.295
829.977 67.750 -44.636
842.050 67.593 -45.929
854.298 67.377 -47.143
866.724 67.137 -48.351
879.330 66.894 -49.487
892.120 66.643 -50.576
905.097 66.386 -51.546
918.262 66.135 -52.417
931.618 65.876 -53.252
945.169 65.625 -53.993
958.917 65.384 -54.758
972.864 65.152 -55.461
987.015 64.929 -56.062
1001.371 64.712 -56.729
1015.937 64.517 -57.513
1030.714 64.330 -58.293
1045.706 64.157 -59.267
1060.916 64.000 -60.369
1076.347 63.836 -61.623
1092.003 63.692 -63.090
1107.887 63.567 -64.877
1124.001 63.406 -66.821
1140.350 63.232 -69.119
1156.937 63.016 -71.574
1173.765 62.787 -74.398
1190.838 62.530 -77.480
1208.159 62.268 -80.922
1225.732 61.944 -84.535
1243.561 61.587 -88.561
1261.649 61.184 -92.873
1280.000 60.742 -97.519
1298.618 60.266 -102.534
1317.507 59.754 -108.003
1336.670 59.209 -113.834
1356.113 58.648 -120.217
1375.838 58.086 -127.073
1395.850 57.543 -134.594
1416.153 57.021 -142.660
1436.751 56.574 -151.317
1457.649 56.215 -160.535
1478.851 55.970 -170.036
1500.362 55.866 -179.694
1522.185 55.909 170.710
1544.326 56.075 161.435
1566.789 56.332 152.666
1589.578 56.672 144.432
1612.699 57.064 136.848
1636.156 57.467 129.836
1659.955 57.878 123.379
1684.099 58.295 117.433
1708.595 58.683 111.876
1733.447 59.047 106.708
1758.661 59.371 101.859
1784.241 59.669 97.274
1810.193 59.916 92.940
1836.523 60.148 88.752
1863.236 60.328 84.755
1890.337 60.475 80.957
1917.833 60.561 77.223
1945.729 60.629 73.709
1974.030 60.629 70.307
2002.743 60.589 67.096
2031.873 60.512 64.071
2061.428 60.369 61.251
2091.412 60.182 58.642
2121.832 59.925 56.410
2152.695 59.644 54.508
2184.006 59.333 53.084
2215.774 59.011 51.994
2248.003 58.717 51.463
2280.701 58.434 51.288
2313.874 58.197 51.395
2347.530 58.020 51.587
2381.676 57.847 51.897
2416.318 57.695 52.250
2451.464 57.570 52.492
2487.122 57.470 52.699
2523.298 57.378 52.944
2560.000 57.288 53.059
2597.236 57.223 52.904
2635.014 57.141 52.557
2673.341 57.023 51.958
2712.226 56.842 51.204
2751.676 56.577 50.584
2791.700 56.227 50.120
2832.306 55.811 50.335
2873.503 55.370 51.188
2915.299 54.905 53.025
2957.703 54.473 55.708
3000.724 54.150 59.321
3044.370 53.957 63.793
3088.652 53.951 68.819
3133.577 54.187 73.668
3179.156 54.618 78.011
3225.398 55.215 81.240
3272.312 55.878 83.165
3319.909 56.509 83.935
3368.198 57.106 83.921
3417.190 57.649 83.388
3466.894 58.165 82.400
3517.321 58.639 81.001
3568.482 59.096 79.095
3620.387 59.493 76.512
3673.046 59.793 73.577
3726.472 59.916 70.661
3780.675 60.024 67.866
3835.666 60.082 65.324
3891.457 59.991 62.854
3948.060 59.873 60.071
4005.486 59.679 57.346
4063.747 59.297 55.329
4122.855 58.719 54.888
4182.824 58.307 56.360
4243.664 58.063 59.041
4305.390 58.095 62.166
4368.013 58.319 65.188
4431.547 58.732 68.089
4496.006 59.347 70.203
4561.401 60.149 70.719
4627.749 60.883 69.454
4695.061 61.491 67.300
4763.352 62.019 65.045
4832.636 62.591 62.572
4902.929 63.199 59.062
4974.244 63.700 54.959
5046.596 64.036 49.919
5120.000 64.347 44.565
5194.472 64.564 38.616
5270.027 64.675 32.515
5346.682 64.611 26.152
5424.451 64.386 20.209
5503.352 64.109 14.694
5583.400 63.828 9.612
5664.612 63.559 3.917
5747.006 63.172 -2.815
5830.598 62.520 -10.209
5915.406 61.510 -17.357
6001.447 60.034 -23.569
6088.740 57.960 -27.357
6177.303 55.551 -24.605
6267.154 53.928 -14.504
6358.312 53.596 -6.015
6450.796 53.227 -1.636
6544.625 52.599 4.215
6639.819 52.401 11.939
6736.397 52.473 19.661
6834.380 52.838 28.445
6933.788 53.979 36.325
7034.643 55.494 40.180
7136.964 56.996 41.260
7240.773 58.661 38.978
7346.093 60.209 32.306
7452.944 61.180 23.082
7561.350 61.687 14.224
7671.332 62.001 6.189
7782.914 62.164 -1.143
7896.119 62.396 -7.713
8010.971 62.814 -16.017
8127.493 63.058 -26.588
8245.710 62.684 -37.846
8365.647 62.041 -49.341
8487.328 60.954 -60.108
8610.779 59.919 -68.751
8736.026 58.907 -75.633
8863.094 57.949 -81.223
8992.011 57.012 -87.710
9122.803 55.890 -96.322
9255.497 54.188 -103.601
9390.121 52.066 -106.673
9526.704 49.792 -100.907
9665.273 49.295 -87.501
9805.858 50.242 -84.054
9948.487 50.676 -86.607
10093.191 50.811 -90.563
10240.000 50.762 -94.277
10388.944 50.740 -100.363
10540.055 49.859 -108.483
10693.364 48.274 -111.388
10848.902 46.745 -108.941
11006.703 45.550 -100.697
11166.799 44.712 -90.047
11329.224 45.761 -67.831
11494.011 49.261 -63.405
11661.196 51.684 -71.167
11830.812 52.948 -82.670
12002.895 53.537 -90.628
12177.481 54.345 -98.505
12354.606 54.861 -108.167
12534.308 55.039 -118.050
12716.624 55.147 -125.140
12901.592 55.509 -135.510
13089.250 55.359 -148.129
13279.637 54.288 -160.491
13472.794 52.934 -167.659
13668.760 51.571 -171.401
13867.577 50.526 -173.242
14069.285 49.703 -174.051
14273.928 48.630 -176.478
14481.547 47.654 -172.912
14692.186 47.801 -166.902
14905.889 48.789 -170.471
15122.700 49.030 -178.595
15342.664 48.677 170.290
15565.829 47.543 155.354
15792.239 44.760 140.723
16021.942 39.827 129.188
16254.987 27.003 150.340
16491.421 36.924 -110.896
16731.294 42.137 -120.675
16974.657 44.339 -130.141
17221.559 46.465 -137.517
17472.052 47.998 -154.188
17726.189 47.674 -171.266
17984.022 47.126 177.042
18245.606 46.217 162.254
18510.994 43.761 151.704
18780.243 41.098 148.766
19053.408 38.115 154.811
19330.546 37.281 169.328
19611.715 37.845 176.928
19896.974 39.117 174.622
20186.382 39.212 158.630
20480.000 37.025 144.163
20777.888 34.753 143.553
21080.110 33.311 152.755
21386.727 34.631 140.251
21697.804 31.089 101.076
22013.406 12.937 42.506
