* Measurement data saved by REW V5.01 Beta 24
* Source: Microphone (2- USB Audio CODEC , MICROPHONE (Master Volume), Right channel, volume: 0.251
* Format:  512k Log Swept Sine, 1 sweep at -12.0 dB FS
* Dated: 07-Feb-2015 13:15:39
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 67.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 59.9 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
59.932 59.952 82.102
60.804 60.066 81.857
61.688 60.177 81.588
62.586 60.280 81.338
63.496 60.381 81.090
64.420 60.488 80.847
65.357 60.595 80.616
66.307 60.706 80.376
67.272 60.812 80.114
68.250 60.918 79.805
69.243 61.021 79.532
70.250 61.134 79.246
71.272 61.236 78.932
72.309 61.320 78.666
73.360 61.407 78.565
74.427 61.558 78.110
75.510 61.677 77.837
76.608 61.795 77.583
77.723 61.905 77.298
78.853 62.009 77.015
80.000 62.113 76.746
81.164 62.227 76.422
82.344 62.337 76.106
83.542 62.449 75.806
84.757 62.564 75.507
85.990 62.677 75.179
87.241 62.800 74.870
88.510 62.912 74.557
89.797 63.020 74.206
91.103 63.134 73.876
92.428 63.249 73.532
93.773 63.363 73.193
95.137 63.482 72.833
96.520 63.588 72.504
97.924 63.707 72.163
99.349 63.829 71.775
100.794 63.947 71.432
102.260 64.060 71.047
103.747 64.183 70.681
105.256 64.306 70.305
106.787 64.420 69.905
108.340 64.540 69.554
109.916 64.664 69.169
111.515 64.775 68.771
113.137 64.885 68.390
114.783 65.002 67.954
116.452 65.116 67.523
118.146 65.231 67.110
119.865 65.340 66.704
121.608 65.456 66.278
123.377 65.571 65.851
125.171 65.685 65.424
126.992 65.795 64.964
128.839 65.908 64.498
130.713 66.017 64.054
132.615 66.132 63.582
134.543 66.246 63.130
136.500 66.353 62.648
138.486 66.463 62.146
140.500 66.576 61.658
142.544 66.685 61.187
144.617 66.808 60.866
146.721 66.905 60.139
148.855 67.013 59.666
151.020 67.118 59.169
153.217 67.230 58.617
155.445 67.341 58.079
157.706 67.448 57.546
160.000 67.556 56.996
162.327 67.665 56.416
164.688 67.774 55.854
167.084 67.879 55.278
169.514 67.978 54.700
171.980 68.083 54.118
174.481 68.187 53.524
177.019 68.292 52.948
179.594 68.391 52.326
182.206 68.494 51.700
184.856 68.592 51.066
187.545 68.692 50.454
190.273 68.795 49.781
193.041 68.892 49.136
195.849 68.987 48.500
198.697 69.086 47.804
201.587 69.179 47.160
204.520 69.276 46.461
207.494 69.366 45.793
210.512 69.462 45.100
213.574 69.553 44.387
216.681 69.638 43.686
219.833 69.726 42.957
223.030 69.817 42.195
226.274 69.905 41.488
229.565 69.984 40.738
232.905 70.068 39.981
236.292 70.146 39.218
239.729 70.222 38.469
243.216 70.301 37.699
246.754 70.381 36.902
250.343 70.459 36.134
253.984 70.520 35.351
257.678 70.583 34.507
261.426 70.649 33.719
265.229 70.715 32.909
269.087 70.781 32.089
273.001 70.839 31.246
276.972 70.901 30.431
281.000 70.955 29.605
285.088 71.012 28.733
289.234 71.088 27.891
293.441 71.165 27.044
297.709 71.234 26.179
302.040 71.302 25.347
306.433 71.354 24.476
310.890 71.407 23.647
315.412 71.451 22.749
320.000 71.495 21.869
324.655 71.521 21.052
329.377 71.547 20.158
334.168 71.573 19.314
339.028 71.591 18.450
343.959 71.615 17.599
348.962 71.630 16.719
354.038 71.649 15.894
359.188 71.662 15.045
364.412 71.670 14.193
369.713 71.674 13.304
375.090 71.683 12.473
380.546 71.689 11.614
386.081 71.695 10.810
391.697 71.700 9.993
397.394 71.701 9.152
403.175 71.703 8.333
409.039 71.707 7.508
414.989 71.714 6.730
421.025 71.718 5.916
427.149 71.727 5.102
433.362 71.728 4.322
439.665 71.731 3.573
446.060 71.724 2.774
452.548 71.717 1.981
459.131 71.704 1.188
465.809 71.698 0.434
472.584 71.682 -0.364
479.458 71.673 -1.131
486.432 71.658 -1.903
493.507 71.645 -2.708
500.686 71.631 -3.486
507.968 71.621 -4.303
515.357 71.602 -5.077
522.853 71.592 -5.886
530.458 71.576 -6.700
538.174 71.566 -7.540
546.002 71.553 -8.404
553.943 71.550 -9.276
562.001 71.547 -10.149
570.175 71.521 -11.051
578.469 71.503 -11.978
586.883 71.483 -12.958
595.419 71.456 -13.919
604.080 71.421 -14.922
612.866 71.393 -15.903
621.780 71.357 -16.922
630.824 71.317 -18.014
640.000 71.264 -19.048
649.309 71.219 -20.197
658.753 71.159 -21.310
668.335 71.100 -22.471
678.056 71.025 -23.656
687.919 70.932 -24.750
697.925 70.827 -25.994
708.077 70.729 -27.180
718.376 70.634 -28.386
728.825 70.532 -29.598
739.426 70.431 -30.786
750.181 70.308 -31.981
761.093 70.181 -33.174
772.163 70.048 -34.294
783.394 69.907 -35.504
794.789 69.760 -36.609
806.349 69.602 -37.720
818.078 69.465 -38.817
829.977 69.364 -39.876
842.050 69.257 -40.901
854.298 69.099 -41.869
866.724 68.926 -42.865
879.330 68.758 -43.831
892.120 68.591 -44.805
905.097 68.423 -45.723
918.262 68.265 -46.617
931.618 68.103 -47.555
945.169 67.950 -48.486
958.917 67.805 -49.527
972.864 67.664 -50.589
987.015 67.525 -51.625
1001.371 67.383 -52.789
1015.937 67.252 -54.116
1030.714 67.118 -55.465
1045.706 66.985 -57.012
1060.916 66.859 -58.671
1076.347 66.716 -60.447
1092.003 66.587 -62.384
1107.887 66.472 -64.578
1124.001 66.322 -66.856
1140.350 66.161 -69.415
1156.937 65.966 -72.054
1173.765 65.768 -74.989
1190.838 65.556 -78.117
1208.159 65.355 -81.544
1225.732 65.113 -85.089
1243.561 64.860 -89.000
1261.649 64.586 -93.152
1280.000 64.300 -97.593
1298.618 64.009 -102.351
1317.507 63.711 -107.494
1336.670 63.408 -112.903
1356.113 63.116 -118.734
1375.838 62.844 -124.857
1395.850 62.605 -131.414
1416.153 62.386 -138.235
1436.751 62.224 -145.340
1457.649 62.113 -152.714
1478.851 62.061 -160.146
1500.362 62.080 -167.630
1522.185 62.176 -175.092
1544.326 62.332 177.586
1566.789 62.535 170.492
1589.578 62.791 163.604
1612.699 63.091 157.035
1636.156 63.405 150.728
1659.955 63.740 144.701
1684.099 64.098 138.949
1708.595 64.445 133.387
1733.447 64.786 128.043
1758.661 65.101 122.880
1784.241 65.400 117.869
1810.193 65.655 113.025
1836.523 65.900 108.270
1863.236 66.095 103.677
1890.337 66.259 99.278
1917.833 66.363 94.961
1945.729 66.452 90.896
1974.030 66.478 86.985
2002.743 66.471 83.306
2031.873 66.438 79.843
2061.428 66.350 76.596
2091.412 66.228 73.546
2121.832 66.047 70.829
2152.695 65.847 68.377
2184.006 65.617 66.327
2215.774 65.370 64.544
2248.003 65.141 63.285
2280.701 64.910 62.393
2313.874 64.717 61.839
2347.530 64.581 61.449
2381.676 64.456 61.233
2416.318 64.361 61.068
2451.464 64.298 60.745
2487.122 64.257 60.316
2523.298 64.211 59.879
2560.000 64.149 59.343
2597.236 64.099 58.657
2635.014 64.031 57.953
2673.341 63.946 57.156
2712.226 63.830 56.274
2751.676 63.665 55.469
2791.700 63.447 54.632
2832.306 63.177 54.197
2873.503 62.878 54.087
2915.299 62.534 54.664
2957.703 62.187 55.830
3000.724 61.901 57.737
3044.370 61.681 60.396
3088.652 61.576 63.644
3133.577 61.636 66.961
3179.156 61.839 70.252
3225.398 62.195 73.010
3272.312 62.653 74.913
3319.909 63.128 75.810
3368.198 63.590 75.817
3417.190 63.971 75.207
3466.894 64.266 74.355
3517.321 64.480 73.738
3568.482 64.712 73.475
3620.387 64.995 73.195
3673.046 65.329 72.770
3726.472 65.620 72.160
3780.675 66.006 71.218
3835.666 66.422 69.950
3891.457 66.749 68.112
3948.060 67.100 65.222
4005.486 67.413 61.428
4063.747 67.527 57.070
4122.855 67.339 52.847
4182.824 67.084 49.440
4243.664 66.694 47.085
4305.390 66.324 45.970
4368.013 65.983 45.955
4431.547 65.726 47.231
4496.006 65.661 49.486
4561.401 65.948 51.640
4627.749 66.409 52.202
4695.061 66.857 50.885
4763.352 67.118 48.608
4832.636 67.223 46.589
4902.929 67.294 45.178
4974.244 67.380 44.729
5046.596 67.506 44.174
5120.000 67.829 43.526
5194.472 68.271 41.897
5270.027 68.756 39.232
5346.682 69.137 35.253
5424.451 69.347 30.685
5503.352 69.418 25.897
5583.400 69.381 21.615
5664.612 69.331 17.336
5747.006 69.240 12.525
5830.598 68.991 7.125
5915.406 68.486 2.004
6001.447 67.722 -2.007
6088.740 66.783 -4.733
6177.303 65.825 -5.936
6267.154 64.963 -6.054
6358.312 64.312 -5.915
6450.796 63.591 -6.157
6544.625 62.569 -5.731
6639.819 61.415 -1.686
6736.397 60.713 7.307
6834.380 60.805 16.264
6933.788 61.372 23.473
7034.643 62.403 28.753
7136.964 63.538 29.620
7240.773 64.348 27.221
7346.093 64.901 24.481
7452.944 65.238 21.460
7561.350 65.316 19.472
7671.332 65.540 20.055
7782.914 66.221 19.874
7896.119 66.957 16.816
8010.971 67.595 11.523
8127.493 67.933 4.163
8245.710 67.414 -2.628
8365.647 66.721 -6.107
8487.328 66.175 -7.040
8610.779 66.346 -7.095
8736.026 66.913 -9.707
8863.094 67.246 -15.008
8992.011 67.183 -20.711
9122.803 67.133 -27.108
9255.497 66.834 -33.470
9390.121 66.501 -38.425
9526.704 66.163 -43.157
9665.273 65.768 -47.793
9805.858 65.388 -53.789
9948.487 64.535 -60.022
10093.191 63.470 -63.490
10240.000 62.465 -64.440
10388.944 61.710 -63.853
10540.055 61.109 -64.352
10693.364 60.225 -64.375
10848.902 59.269 -61.533
11006.703 58.515 -52.986
11166.799 59.218 -42.949
11329.224 60.609 -39.472
11494.011 62.028 -40.944
11661.196 63.057 -45.475
11830.812 64.017 -50.616
12002.895 64.974 -58.504
12177.481 65.566 -68.466
12354.606 65.753 -79.758
12534.308 65.616 -90.131
12716.624 65.289 -100.377
12901.592 64.835 -110.406
13089.250 64.003 -121.509
13279.637 62.520 -130.436
13472.794 60.680 -132.751
13668.760 59.866 -129.423
13867.577 59.891 -128.412
14069.285 59.998 -132.036
14273.928 60.125 -136.526
14481.547 60.282 -143.290
14692.186 60.165 -153.511
14905.889 59.605 -163.230
15122.700 58.611 -171.307
15342.664 58.014 -178.130
15565.829 57.358 170.071
15792.239 55.750 155.481
16021.942 53.506 143.339
16254.987 50.254 124.146
16491.421 43.065 80.698
16731.294 44.135 -49.002
16974.657 51.535 -89.576
17221.559 55.192 -113.947
17472.052 57.049 -139.908
17726.189 57.104 -162.312
17984.022 56.507 -178.766
18245.606 55.462 166.277
18510.994 53.597 155.863
18780.243 52.098 150.973
19053.408 50.091 147.037
19330.546 48.038 154.753
19611.715 48.410 167.340
19896.974 49.730 165.776
20186.382 50.124 156.116
20480.000 49.835 148.427
20777.888 49.699 140.959
21080.110 49.117 125.267
21386.727 48.539 106.087
21697.804 46.731 82.920
22013.406 37.098 8.534
