* Measurement data saved by REW V5.01 Beta 24
* Source: Microphone (2- USB Audio CODEC , MICROPHONE (Master Volume), Right channel, volume: 0.251
* Format:  512k Log Swept Sine, 1 sweep at -12.0 dB FS
* Dated: 07-Feb-2015 12:59:37
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 1.2m
* Measurement: 0
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 59.9 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
59.932 59.139 71.309
60.804 59.263 71.115
61.688 59.383 70.895
62.586 59.496 70.692
63.496 59.606 70.490
64.420 59.722 70.292
65.357 59.838 70.105
66.307 59.957 69.906
67.272 60.072 69.685
68.250 60.187 69.415
69.243 60.298 69.180
70.250 60.420 68.929
71.272 60.529 68.651
72.309 60.621 68.417
73.360 60.716 68.348
74.427 60.874 67.923
75.510 61.001 67.678
76.608 61.126 67.450
77.723 61.243 67.191
78.853 61.355 66.932
80.000 61.466 66.683
81.164 61.587 66.380
82.344 61.704 66.082
83.542 61.822 65.799
84.757 61.944 65.516
85.990 62.063 65.201
87.241 62.193 64.904
88.510 62.312 64.601
89.797 62.426 64.258
91.103 62.546 63.935
92.428 62.667 63.595
93.773 62.787 63.259
95.137 62.913 62.900
96.520 63.025 62.571
97.924 63.150 62.227
99.349 63.278 61.835
100.794 63.402 61.486
102.260 63.521 61.093
103.747 63.650 60.718
105.256 63.779 60.330
106.787 63.899 59.916
108.340 64.025 59.550
109.916 64.155 59.147
111.515 64.272 58.730
113.137 64.388 58.328
114.783 64.511 57.869
116.452 64.630 57.412
118.146 64.751 56.973
119.865 64.867 56.537
121.608 64.988 56.081
123.377 65.109 55.621
125.171 65.229 55.158
126.992 65.345 54.661
128.839 65.465 54.156
130.713 65.580 53.671
132.615 65.702 53.155
134.543 65.822 52.658
136.500 65.935 52.128
138.486 66.052 51.577
140.500 66.172 51.037
142.544 66.288 50.511
144.617 66.418 50.133
146.721 66.522 49.348
148.855 66.637 48.814
151.020 66.749 48.254
153.217 66.868 47.636
155.445 66.987 47.030
157.706 67.102 46.428
160.000 67.217 45.805
162.327 67.335 45.149
164.688 67.451 44.510
167.084 67.565 43.854
169.514 67.673 43.194
171.980 67.786 42.527
174.481 67.899 41.846
177.019 68.013 41.179
179.594 68.122 40.465
182.206 68.235 39.743
184.856 68.342 39.010
187.545 68.453 38.297
190.273 68.565 37.521
193.041 68.673 36.769
195.849 68.779 36.023
198.697 68.889 35.215
201.587 68.994 34.455
204.520 69.103 33.637
207.494 69.205 32.847
210.512 69.313 32.029
213.574 69.417 31.188
216.681 69.516 30.355
219.833 69.617 29.491
223.030 69.722 28.590
226.274 69.824 27.741
229.565 69.919 26.846
232.905 70.018 25.938
236.292 70.111 25.022
239.729 70.204 24.116
243.216 70.300 23.185
246.754 70.397 22.222
250.343 70.492 21.284
253.984 70.571 20.327
257.678 70.653 19.304
261.426 70.738 18.332
265.229 70.824 17.335
269.087 70.911 16.322
273.001 70.990 15.281
276.972 71.074 14.262
281.000 71.151 13.227
285.088 71.230 12.142
289.234 71.330 11.079
293.441 71.432 10.007
297.709 71.526 8.909
302.040 71.619 7.839
306.433 71.698 6.723
310.890 71.779 5.642
315.412 71.850 4.485
320.000 71.924 3.339
324.655 71.979 2.247
329.377 72.036 1.072
334.168 72.093 -0.061
339.028 72.143 -1.224
343.959 72.200 -2.381
348.962 72.249 -3.578
354.038 72.302 -4.727
359.188 72.350 -5.911
364.412 72.395 -7.107
369.713 72.436 -8.351
375.090 72.483 -9.546
380.546 72.528 -10.780
386.081 72.573 -11.971
391.697 72.618 -13.186
397.394 72.660 -14.435
403.175 72.703 -15.676
409.039 72.750 -16.933
414.989 72.799 -18.156
421.025 72.847 -19.427
427.149 72.900 -20.709
433.362 72.946 -21.971
439.665 72.994 -23.213
446.060 73.032 -24.517
452.548 73.072 -25.828
459.131 73.105 -27.150
465.809 73.147 -28.445
472.584 73.178 -29.795
479.458 73.216 -31.125
486.432 73.250 -32.471
493.507 73.285 -33.860
500.686 73.320 -35.232
507.968 73.359 -36.651
515.357 73.390 -38.036
522.853 73.432 -39.465
530.458 73.467 -40.905
538.174 73.509 -42.379
546.002 73.550 -43.884
553.943 73.602 -45.401
562.001 73.655 -46.927
570.175 73.686 -48.487
578.469 73.727 -50.077
586.883 73.769 -51.725
595.419 73.806 -53.360
604.080 73.837 -55.043
612.866 73.878 -56.710
621.780 73.914 -58.423
630.824 73.950 -60.216
640.000 73.976 -61.961
649.309 74.014 -63.832
658.753 74.042 -65.679
668.335 74.075 -67.590
678.056 74.096 -69.540
687.919 74.105 -71.419
697.925 74.107 -73.469
708.077 74.121 -75.486
718.376 74.143 -77.552
728.825 74.163 -79.655
739.426 74.190 -81.769
750.181 74.199 -83.929
761.093 74.210 -86.128
772.163 74.218 -88.299
783.394 74.222 -90.610
794.789 74.225 -92.866
806.349 74.218 -95.182
818.078 74.233 -97.538
829.977 74.286 -99.914
842.050 74.332 -102.310
854.298 74.327 -104.704
866.724 74.304 -107.177
879.330 74.282 -109.666
892.120 74.255 -112.202
905.097 74.221 -114.713
918.262 74.192 -117.221
931.618 74.150 -119.783
945.169 74.108 -122.332
958.917 74.065 -124.970
972.864 74.016 -127.594
987.015 73.962 -130.139
1001.371 73.896 -132.741
1015.937 73.835 -135.418
1030.714 73.763 -138.012
1045.706 73.688 -140.684
1060.916 73.616 -143.331
1076.347 73.525 -145.942
1092.003 73.448 -148.547
1107.887 73.387 -151.227
1124.001 73.293 -153.793
1140.350 73.192 -156.425
1156.937 73.062 -158.907
1173.765 72.936 -161.434
1190.838 72.804 -163.882
1208.159 72.692 -166.335
1225.732 72.546 -168.585
1243.561 72.400 -170.854
1261.649 72.243 -172.985
1280.000 72.083 -174.995
1298.618 71.927 -176.881
1317.507 71.772 -178.684
1336.670 71.617 179.742
1356.113 71.477 178.256
1375.838 71.355 176.989
1395.850 71.260 175.787
1416.153 71.175 174.776
1436.751 71.130 173.869
1457.649 71.113 172.986
1478.851 71.128 172.212
1500.362 71.185 171.418
1522.185 71.287 170.534
1544.326 71.418 169.548
1566.789 71.566 168.439
1589.578 71.744 167.109
1612.699 71.943 165.629
1636.156 72.140 163.929
1659.955 72.344 162.042
1684.099 72.563 159.992
1708.595 72.768 157.732
1733.447 72.968 155.334
1758.661 73.146 152.798
1784.241 73.318 150.134
1810.193 73.457 147.384
1836.523 73.600 144.497
1863.236 73.710 141.566
1890.337 73.807 138.642
1917.833 73.863 135.626
1945.729 73.922 132.701
1974.030 73.939 129.777
2002.743 73.945 126.936
2031.873 73.945 124.163
2061.428 73.911 121.452
2091.412 73.866 118.776
2121.832 73.780 116.257
2152.695 73.695 113.812
2184.006 73.593 111.558
2215.774 73.483 109.346
2248.003 73.392 107.431
2280.701 73.292 105.674
2313.874 73.216 104.084
2347.530 73.179 102.546
2381.676 73.134 101.134
2416.318 73.105 99.770
2451.464 73.100 98.273
2487.122 73.114 96.698
2523.298 73.121 95.141
2560.000 73.113 93.510
2597.236 73.118 91.766
2635.014 73.112 90.058
2673.341 73.101 88.319
2712.226 73.080 86.542
2751.676 73.043 84.831
2791.700 72.990 82.976
2832.306 72.922 81.286
2873.503 72.850 79.559
2915.299 72.738 78.070
2957.703 72.606 76.690
3000.724 72.493 75.594
3044.370 72.385 74.862
3088.652 72.312 74.422
3133.577 72.309 73.884
3179.156 72.341 73.336
3225.398 72.421 72.498
3272.312 72.512 71.278
3319.909 72.566 69.671
3368.198 72.596 67.779
3417.190 72.564 65.673
3466.894 72.461 63.450
3517.321 72.252 61.441
3568.482 71.988 59.948
3620.387 71.698 59.047
3673.046 71.441 58.927
3726.472 71.197 59.404
3780.675 71.117 59.951
3835.666 71.106 60.448
3891.457 71.040 60.835
3948.060 71.074 60.729
4005.486 71.194 60.052
4063.747 71.253 58.759
4122.855 71.130 57.168
4182.824 71.013 55.671
4243.664 70.765 54.504
4305.390 70.514 54.177
4368.013 70.309 54.575
4431.547 70.183 55.282
4496.006 70.066 55.890
4561.401 69.988 56.777
4627.749 69.933 58.055
4695.061 69.996 59.270
4763.352 70.104 59.929
4832.636 70.194 60.179
4902.929 70.235 60.340
4974.244 70.224 61.513
5046.596 70.268 62.925
5120.000 70.530 64.183
5194.472 70.864 64.625
5270.027 71.254 64.843
5346.682 71.684 64.275
5424.451 72.102 62.714
5503.352 72.429 59.972
5583.400 72.554 57.062
5664.612 72.533 54.598
5747.006 72.485 52.858
5830.598 72.467 51.326
5915.406 72.426 49.892
6001.447 72.308 48.519
6088.740 72.068 46.964
6177.303 71.744 45.732
6267.154 71.370 44.996
6358.312 71.073 45.188
6450.796 70.855 46.485
6544.625 70.818 47.879
6639.819 70.948 48.351
6736.397 71.014 48.646
6834.380 71.086 49.046
6933.788 71.288 48.949
7034.643 71.475 48.586
7136.964 71.681 48.100
7240.773 71.946 45.804
7346.093 72.023 41.977
7452.944 71.658 38.192
7561.350 70.995 36.817
7671.332 70.368 38.499
7782.914 70.060 42.321
7896.119 70.149 45.437
8010.971 70.254 46.871
8127.493 70.350 49.170
8245.710 70.375 51.882
8365.647 70.627 54.655
8487.328 71.215 56.461
8610.779 72.234 54.705
8736.026 72.986 49.945
8863.094 73.275 44.487
8992.011 73.056 39.257
9122.803 72.666 35.658
9255.497 72.346 34.191
9390.121 72.115 33.642
9526.704 72.009 34.841
9665.273 72.162 35.666
9805.858 72.468 35.378
9948.487 72.775 33.908
10093.191 72.948 31.692
10240.000 73.090 30.805
10388.944 73.407 28.906
10540.055 73.562 26.110
10693.364 73.603 23.283
10848.902 73.595 21.615
11006.703 73.777 20.179
11166.799 74.001 17.260
11329.224 74.093 13.853
11494.011 74.108 10.324
11661.196 73.991 6.922
11830.812 73.748 3.486
12002.895 73.406 1.180
12177.481 73.050 0.218
12354.606 72.877 0.655
12534.308 73.159 0.577
12716.624 73.557 -2.683
12901.592 73.578 -8.691
13089.250 73.050 -14.527
13279.637 72.004 -17.089
13472.794 71.282 -13.892
13668.760 71.442 -11.303
13867.577 71.696 -13.290
14069.285 71.411 -16.684
14273.928 70.823 -18.579
14481.547 70.327 -17.493
14692.186 70.044 -16.361
14905.889 69.923 -15.280
15122.700 69.678 -11.971
15342.664 70.112 -9.244
15565.829 70.579 -11.194
15792.239 70.311 -13.020
16021.942 70.343 -10.098
16254.987 71.080 -9.359
16491.421 71.505 -13.207
16731.294 71.323 -17.179
16974.657 70.808 -16.199
17221.559 71.226 -9.398
17472.052 72.969 -11.019
17726.189 73.662 -21.834
17984.022 73.370 -29.445
18245.606 72.784 -34.378
18510.994 72.204 -33.283
18780.243 72.921 -34.145
19053.408 72.972 -41.916
19330.546 72.410 -46.427
19611.715 71.959 -48.281
19896.974 71.621 -50.296
20186.382 71.447 -53.624
20480.000 71.028 -59.580
20777.888 70.053 -64.765
21080.110 69.358 -70.845
21386.727 68.782 -84.777
21697.804 67.244 -110.576
22013.406 64.256 174.624
