* Measurement data saved by REW V5.01 Beta 24
* Source: Microphone (2- USB Audio CODEC , MICROPHONE (Master Volume), Right channel, volume: 0.251
* Format:  512k Log Swept Sine, 1 sweep at -12.0 dB FS
* Dated: 07-Feb-2015 13:09:31
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: 22.5
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 59.9 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
59.932 60.039 79.289
60.804 60.157 79.048
61.688 60.271 78.784
62.586 60.377 78.537
63.496 60.482 78.292
64.420 60.592 78.052
65.357 60.702 77.825
66.307 60.816 77.587
67.272 60.925 77.327
68.250 61.034 77.019
69.243 61.140 76.748
70.250 61.257 76.462
71.272 61.361 76.148
72.309 61.448 75.882
73.360 61.539 75.781
74.427 61.693 75.325
75.510 61.815 75.050
76.608 61.936 74.794
77.723 62.049 74.507
78.853 62.156 74.221
80.000 62.263 73.948
81.164 62.380 73.620
82.344 62.494 73.299
83.542 62.608 72.995
84.757 62.726 72.691
85.990 62.842 72.356
87.241 62.969 72.041
88.510 63.084 71.720
89.797 63.195 71.362
91.103 63.312 71.024
92.428 63.430 70.671
93.773 63.547 70.322
95.137 63.670 69.952
96.520 63.779 69.613
97.924 63.901 69.260
99.349 64.027 68.861
100.794 64.148 68.505
102.260 64.265 68.107
103.747 64.391 67.727
105.256 64.518 67.337
106.787 64.635 66.922
108.340 64.759 66.555
109.916 64.887 66.153
111.515 65.002 65.737
113.137 65.115 65.338
114.783 65.236 64.884
116.452 65.354 64.433
118.146 65.473 64.001
119.865 65.586 63.573
121.608 65.706 63.126
123.377 65.825 62.676
125.171 65.943 62.226
126.992 66.058 61.742
128.839 66.175 61.251
130.713 66.288 60.781
132.615 66.408 60.282
134.543 66.527 59.803
136.500 66.639 59.292
138.486 66.754 58.762
140.500 66.872 58.243
142.544 66.987 57.740
144.617 67.115 57.388
146.721 67.217 56.627
148.855 67.331 56.120
151.020 67.441 55.588
153.217 67.559 55.000
155.445 67.676 54.425
157.706 67.789 53.854
160.000 67.903 53.264
162.327 68.019 52.643
164.688 68.133 52.040
167.084 68.245 51.421
169.514 68.351 50.800
171.980 68.463 50.172
174.481 68.574 49.532
177.019 68.686 48.908
179.594 68.793 48.238
182.206 68.904 47.561
184.856 69.010 46.875
187.545 69.118 46.210
190.273 69.228 45.483
193.041 69.334 44.782
195.849 69.438 44.089
198.697 69.546 43.334
201.587 69.648 42.629
204.520 69.754 41.868
207.494 69.854 41.136
210.512 69.960 40.378
213.574 70.061 39.598
216.681 70.157 38.828
219.833 70.255 38.028
223.030 70.358 37.194
226.274 70.457 36.412
229.565 70.548 35.586
232.905 70.644 34.749
236.292 70.734 33.906
239.729 70.822 33.074
243.216 70.915 32.219
246.754 71.008 31.334
250.343 71.099 30.476
253.984 71.174 29.601
257.678 71.252 28.661
261.426 71.332 27.776
265.229 71.413 26.866
269.087 71.496 25.942
273.001 71.570 24.993
276.972 71.648 24.068
281.000 71.719 23.130
285.088 71.793 22.142
289.234 71.887 21.180
293.441 71.982 20.211
297.709 72.071 19.219
302.040 72.157 18.256
306.433 72.229 17.250
310.890 72.303 16.282
315.412 72.367 15.241
320.000 72.433 14.213
324.655 72.481 13.243
329.377 72.529 12.192
334.168 72.577 11.186
339.028 72.619 10.154
343.959 72.667 9.129
348.962 72.706 8.069
354.038 72.750 7.060
359.188 72.789 6.019
364.412 72.823 4.970
369.713 72.854 3.876
375.090 72.889 2.835
380.546 72.923 1.758
386.081 72.957 0.729
391.697 72.990 -0.320
397.394 73.019 -1.401
403.175 73.051 -2.467
409.039 73.084 -3.547
414.989 73.121 -4.588
421.025 73.155 -5.672
427.149 73.194 -6.765
433.362 73.226 -7.831
439.665 73.260 -8.874
446.060 73.283 -9.974
452.548 73.307 -11.076
459.131 73.325 -12.185
465.809 73.351 -13.263
472.584 73.366 -14.390
479.458 73.388 -15.493
486.432 73.404 -16.608
493.507 73.422 -17.760
500.686 73.440 -18.890
507.968 73.461 -20.064
515.357 73.474 -21.199
522.853 73.497 -22.372
530.458 73.512 -23.554
538.174 73.536 -24.763
546.002 73.556 -25.999
553.943 73.587 -27.244
562.001 73.619 -28.492
570.175 73.629 -29.770
578.469 73.648 -31.073
586.883 73.667 -32.430
595.419 73.681 -33.769
604.080 73.688 -35.151
612.866 73.705 -36.513
621.780 73.715 -37.916
630.824 73.726 -39.394
640.000 73.724 -40.820
649.309 73.736 -42.366
658.753 73.735 -43.883
668.335 73.739 -45.458
678.056 73.731 -47.068
687.919 73.708 -48.601
697.925 73.679 -50.299
708.077 73.660 -51.960
718.376 73.650 -53.663
728.825 73.635 -55.397
739.426 73.628 -57.137
750.181 73.601 -58.917
761.093 73.575 -60.729
772.163 73.546 -62.508
783.394 73.513 -64.421
794.789 73.476 -66.272
806.349 73.430 -68.177
818.078 73.406 -70.117
829.977 73.418 -72.068
842.050 73.423 -74.035
854.298 73.376 -75.991
866.724 73.312 -78.019
879.330 73.248 -80.055
892.120 73.180 -82.130
905.097 73.105 -84.171
918.262 73.036 -86.200
931.618 72.954 -88.274
945.169 72.875 -90.326
958.917 72.797 -92.459
972.864 72.716 -94.569
987.015 72.633 -96.593
1001.371 72.544 -98.671
1015.937 72.464 -100.822
1030.714 72.380 -102.895
1045.706 72.300 -105.053
1060.916 72.232 -107.200
1076.347 72.153 -109.336
1092.003 72.098 -111.498
1107.887 72.070 -113.778
1124.001 72.019 -115.998
1140.350 71.974 -118.351
1156.937 71.910 -120.634
1173.765 71.861 -123.057
1190.838 71.816 -125.507
1208.159 71.800 -128.084
1225.732 71.759 -130.592
1243.561 71.724 -133.264
1261.649 71.682 -135.956
1280.000 71.641 -138.694
1298.618 71.603 -141.483
1317.507 71.563 -144.365
1336.670 71.517 -147.200
1356.113 71.475 -150.124
1375.838 71.439 -152.999
1395.850 71.412 -155.967
1416.153 71.373 -158.882
1436.751 71.351 -161.805
1457.649 71.331 -164.785
1478.851 71.315 -167.698
1500.362 71.313 -170.638
1522.185 71.331 -173.635
1544.326 71.356 -176.670
1566.789 71.379 -179.737
1589.578 71.417 177.082
1612.699 71.466 173.863
1636.156 71.506 170.538
1659.955 71.550 167.133
1684.099 71.608 163.664
1708.595 71.652 160.077
1733.447 71.690 156.436
1758.661 71.707 152.736
1784.241 71.718 148.985
1810.193 71.696 145.228
1836.523 71.678 141.414
1863.236 71.626 137.643
1890.337 71.559 133.970
1917.833 71.451 130.305
1945.729 71.346 126.840
1974.030 71.200 123.493
2002.743 71.044 120.355
2031.873 70.887 117.417
2061.428 70.703 114.676
2091.412 70.516 112.106
2121.832 70.300 109.823
2152.695 70.098 107.739
2184.006 69.898 105.955
2215.774 69.708 104.305
2248.003 69.559 103.019
2280.701 69.424 101.926
2313.874 69.333 101.004
2347.530 69.299 100.104
2381.676 69.271 99.280
2416.318 69.267 98.450
2451.464 69.290 97.440
2487.122 69.331 96.330
2523.298 69.363 95.242
2560.000 69.377 94.111
2597.236 69.404 92.922
2635.014 69.421 91.844
2673.341 69.440 90.826
2712.226 69.459 89.865
2751.676 69.478 89.060
2791.700 69.501 88.192
2832.306 69.535 87.546
2873.503 69.596 86.891
2915.299 69.655 86.446
2957.703 69.732 86.001
3000.724 69.864 85.634
3044.370 70.026 85.342
3088.652 70.230 85.023
3133.577 70.497 84.309
3179.156 70.784 83.333
3225.398 71.096 81.860
3272.312 71.395 79.842
3319.909 71.629 77.317
3368.198 71.812 74.421
3417.190 71.905 71.251
3466.894 71.896 67.937
3517.321 71.751 64.866
3568.482 71.527 62.402
3620.387 71.265 60.623
3673.046 71.029 59.643
3726.472 70.786 59.237
3780.675 70.674 58.966
3835.666 70.605 58.863
3891.457 70.478 58.916
3948.060 70.464 58.667
4005.486 70.554 57.962
4063.747 70.599 56.717
4122.855 70.478 55.224
4182.824 70.380 53.870
4243.664 70.178 52.906
4305.390 70.019 52.706
4368.013 69.940 52.858
4431.547 69.919 52.891
4496.006 69.859 52.687
4561.401 69.818 52.762
4627.749 69.788 53.087
4695.061 69.831 53.188
4763.352 69.861 52.736
4832.636 69.811 52.050
4902.929 69.662 51.707
4974.244 69.466 52.923
5046.596 69.360 54.647
5120.000 69.482 56.384
5194.472 69.700 57.694
5270.027 70.053 58.930
5346.682 70.492 59.132
5424.451 70.913 58.207
5503.352 71.246 56.179
5583.400 71.397 54.121
5664.612 71.450 52.586
5747.006 71.527 51.581
5830.598 71.644 50.536
5915.406 71.749 49.580
6001.447 71.829 48.629
6088.740 71.849 47.080
6177.303 71.798 45.146
6267.154 71.650 43.161
6358.312 71.544 41.720
6450.796 71.448 40.714
6544.625 71.363 39.501
6639.819 71.296 37.926
6736.397 71.115 36.912
6834.380 70.911 36.360
6933.788 70.751 35.943
7034.643 70.572 36.576
7136.964 70.528 38.116
7240.773 70.700 38.593
7346.093 70.937 37.917
7452.944 71.041 36.461
7561.350 71.018 35.196
7671.332 70.967 34.716
7782.914 71.018 34.624
7896.119 71.133 33.285
8010.971 71.025 30.919
8127.493 70.754 29.850
8245.710 70.140 30.295
8365.647 69.714 33.436
8487.328 69.809 36.983
8610.779 70.462 37.821
8736.026 71.077 36.653
8863.094 71.566 34.357
8992.011 71.716 30.865
9122.803 71.806 27.345
9255.497 71.832 23.623
9390.121 71.628 20.552
9526.704 71.435 19.587
9665.273 71.302 18.727
9805.858 71.315 18.191
9948.487 71.362 16.811
10093.191 71.310 15.828
10240.000 71.456 16.119
10388.944 71.799 14.771
10540.055 72.040 11.995
10693.364 72.061 8.386
10848.902 71.924 6.408
11006.703 71.965 5.097
11166.799 72.075 2.840
11329.224 72.105 0.082
11494.011 72.044 -2.265
11661.196 72.028 -3.836
11830.812 72.091 -6.105
12002.895 72.209 -8.842
12177.481 72.212 -12.519
12354.606 72.097 -16.546
12534.308 71.874 -20.431
12716.624 71.601 -24.376
12901.592 71.036 -28.555
13089.250 70.226 -30.748
13279.637 69.357 -28.983
13472.794 69.293 -24.798
13668.760 69.831 -24.482
13867.577 70.070 -29.407
14069.285 69.542 -34.830
14273.928 68.451 -36.961
14481.547 67.597 -33.311
14692.186 67.410 -27.964
14905.889 67.789 -24.954
15122.700 68.101 -21.745
15342.664 68.962 -20.150
15565.829 69.805 -24.436
15792.239 69.908 -28.254
16021.942 70.324 -29.663
16254.987 71.005 -34.652
16491.421 71.093 -42.114
16731.294 70.646 -48.457
16974.657 70.010 -50.521
17221.559 70.133 -47.898
17472.052 71.231 -52.589
17726.189 71.326 -64.922
17984.022 70.443 -73.542
18245.606 69.302 -78.083
18510.994 68.340 -76.018
18780.243 68.843 -76.163
19053.408 68.866 -83.736
19330.546 68.407 -90.676
19611.715 67.594 -97.307
19896.974 66.423 -102.633
20186.382 65.272 -106.142
20480.000 64.149 -110.561
20777.888 62.720 -114.439
21080.110 61.781 -118.121
21386.727 61.080 -129.295
21697.804 59.865 -149.620
22013.406 59.568 166.792
